,name,iso3,GRIDCODE,X1_en,X1_va,X1_fo,X2_en,X2_va,X2_fo,X2+Y_en,X2+Y_va,X2+Y_fo,Z_en,Z_va,Z_fo
10,Bahrain,BHR,22911.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5091376496640.0,1217543405568.0,822753492992.0
11,Bangladesh,BGD,169658.0,836737587712.0,2761059439616.0,46821041424.0,10630704480.0,14771671680.0,821017267.0,171284241907712.0,18121579122688.0,3237999360000.0,66420943077376.0,16466560368640.0,11013671231488.0
12,Belarus,BLR,309350.0,212880683456.0,3608773350400.0,16596164976.0,75411448512.0,971236734464.0,4901632720.0,27013280677888.0,4079952977920.0,1498625223680.0,5432022319104.0,1315695095808.0,926047106048.0
13,Belgium,BEL,27729.0,155731845120.0,4526045528064.0,8740303872.0,24848312320.0,704374210560.0,1338645760.0,5812383121408.0,6970295975936.0,492815040512.0,9125765840896.0,2227574013952.0,1554413846528.0
14,Belize,BLZ,106206.0,35258374160.421875,66396921785.21875,6875802346.19043,27596928576.0,62223014656.0,7269598986.0,1078901254144.0,274686858752.0,44857465344.0,2928153198592.0,735315673088.0,486093715456.0
15,Benin,BEN,229699.0,127910990848.0,23896170976.0,8451162736.0,3419093000.0,332989496.0,187457857.0,3927037329408.0,974959949824.0,238316015616.0,6603719426048.0,1691225710592.0,1090126045184.0
16,Bolivia,BOL,2754741.0,96311962329.56415,93255692601.69464,20271790250.80786,40598127562.53087,28518540041.325188,8539839128.0301285,1815433154501.75,283179170107.25,133480329370.33594,8412160743168.0,2082755029664.0,1401410223648.0
17,Bosnia and Herzegovina,BIH,16398.0,848161728.0,6317136896.0,47924284.0,1569815552.0,12676180992.0,89561016.0,333315145728.0,61844328448.0,9611866112.0,380878454784.0,92180258816.0,64397045760.0
18,Botswana,BWA,1288474.0,51451687.98751259,532881.4872073308,2245352.2662373483,29942796.01699829,206445.31527078152,824389.7742824554,3211006283.104645,78622686.27116561,49216299.156412125,812621906048.0,202048809520.0,135441794564.0
19,Brazil,BRA,25916294.0,13122093951564.176,5701624900860.08,3107500363657.563,5637764812017.191,2554188464508.412,1180245873226.0605,382131635763155.56,89962321981729.84,25783832845782.414,170059726417598.0,41561254074752.0,28527588801194.5
20,Brunei Darussalam,BRN,92327.0,37861549056.0,102768063.0,15361081.5,362062575616.0,1094160416.0,146206420.0,7981732167680.0,26714575488.0,3568447200.0,809516662784.0,198337024000.0,133894061056.0
21,Bulgaria,BGR,120607.0,673572042592.0,773829220384.0,57079384476.0,256974711296.0,291223695872.0,20598263600.0,22689883275264.0,2703651612672.0,887401689088.0,12769035321344.0,3107091283968.0,2137153327104.0
22,Burkina Faso,BFA,251448.0,178160579328.0,25929762224.0,29308474176.0,2256004250.0,281141476.8828125,391460256.00000006,12657113399296.0,233350706176.0,772431364096.0,12500603404288.0,3184412729344.0,2069718040576.0
23,Burma,MMR,1597600.0,4055043590690.625,1539592303967.9531,354986773309.6797,645784650464.0,278272337932.0,52129009972.0,223202114532864.0,6056754159928.0,8877677448704.0,40579685712384.0,9969034108416.0,6803887778992.0
24,Burundi,BDI,235472.0,360406812672.0,1472604059008.0,66592509824.0,22729501440.0,20002879360.0,3209051232.0,12071992795136.0,100012841091072.0,1781191954432.0,21727701696512.0,5527146987520.0,3583426199552.0
25,Cambodia,KHM,617192.0,2308606550569.9062,1867072058744.7812,74611802522.14941,483384675202.0,311543963815.0,16922687859.6875,166697259673600.0,31318258258848.0,3272710505794.0,40158054829056.0,9810381569024.0,6716383034624.0
26,Cameroon,CMR,1553739.0,906263394284.9297,560402125224.0,47707917327.6828,113809155992.5,32493862419.8125,2367982818.7148438,21559360097412.0,9917477087790.0,1108755876487.0,39921994758144.0,10120013091840.0,6581777417216.0
27,Canada,CAN,4827914.0,14802702945988.76,8547216979136.424,720928881166.3905,2172252944385.0227,3266948947918.718,109871462595.38947,694560578094946.5,38104366927771.984,26078489144446.99,71621248196952.0,17442811609868.0,12167330238828.0
28,Central African Republic,CAF,1188484.0,19280888047.89502,1218314179.7254014,1439061701.7629395,1774703001.75,5111304.76895857,71303249.2836914,539821469228.2031,49609545605.99063,32012601507.905273,3721589161984.0,943745181824.0,614505266496.0
29,Chad,TCD,1197650.0,137320257760.47852,20168330974.165485,9269550513.08191,3347840783.97612,192237847.3277217,255586070.12202358,4259270709677.6055,1590831337402.4607,227211652541.48273,10139621773312.0,2615668579328.0,1669939089920.0
30,Chile,CHL,4811234.0,540443187447.4146,2151670977275.5461,31761716473.088776,134494712126.98846,394320659477.1257,7526961022.228497,9676554712993.521,5195769985169.229,445973388703.679,16110128415680.0,3934035498256.0,2708058426216.0
31,China,CHN,15512118.0,94520267520736.89,432647954417996.5,6051341741289.223,4991579074581.84,29817462271295.137,309385184783.9813,3499798231412858.0,6317102753298712.0,126517151629820.48,1131015949113200.0,272388822330844.0,189818630707669.5
32,Colombia,COL,2885141.0,878040165721.3438,824606228818.7524,22244583986.369415,39186838866.57512,24182628621.138016,1014622762.4418712,21630276480932.125,4606488127272.805,574150425797.373,49069434531840.0,12141683999232.0,8187273282048.0
33,Congo,COG,785879.0,4321900736.375,915580130.5914007,179808958.96580505,6881595328.525879,2283973799.125,176363502.8690567,264807403728.0,89417578062.25,20757429868.5625,2828187082752.0,711604729344.0,467923017216.0
34,Costa Rica,CRI,316060.0,274387862400.0,692459215680.0,9224778777.5,138814762804.5,354245346119.0,4393424915.800781,7597658790904.0,1373046303454.0,208475824663.0,5697742269568.0,1397242137312.0,954719312912.0
35,Cote d'Ivoire,CIV,1032489.0,3240951885480.0,23247350002.25,11923156017.9375,949269947781.0,7925340039.463379,2925293439.3125,23872840457984.0,10232656519776.0,819694160272.0,23860697064320.0,6019181779840.0,3925859310896.0
36,Croatia,HRV,309025.0,483662033330.0,1524980495210.0,39814758886.625,331186102572.25,1117250643524.25,24131237817.5625,57062440262016.0,9322839918340.0,1423565076020.0,8186996999680.0,1986287501440.0,1395460889728.0
37,Cuba,CUB,563206.0,620970334405.75,4714055575349.5,64382602928.046875,43544435296.0,325881359580.0,4553022995.59375,10760899492192.0,28533179578224.0,782788264794.0,6956630359296.0,1688671342912.0,1176590853504.0
38,Cyprus,CYP,98989.0,289292887.609375,6500277600.875,43558129.412109375,550590586.3203125,12286201193.0,82095860.05175781,1479163817.3828125,14139232211.982422,256993991.4946289,1448553101760.0,350648033976.0,244933895304.0
39,Czech Republic,CZE,71547.0,468786200576.0,2588172713984.0,7941483008.0,160879826944.0,1004962410496.0,2949870368.0,31220745895936.0,3808410566656.0,1011998588928.0,6962093293568.0,1684393345024.0,1184951066624.0
40,Democratic Republic of the Congo,COD,5175805.0,33244481506.78125,2316064653.05142,1473951891.2542725,81899296949.0293,4485625192.29545,2927428100.088135,4509156522120.75,1378136787701.125,306887753894.8594,79095188071424.0,20096513493504.0,13023449951488.0
41,Denmark,DNK,182518.0,300920761317.5,2182707090711.293,2855014729.4140625,123289310750.0,844607904601.0,1270999026.5390625,72274097340416.0,3308466755840.0,2110619351424.0,7537161576448.0,1838992913920.0,1281372585472.0
42,Djibouti,DJI,28304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527106179072.0,130702254080.0,86644760576.0
43,Dominican Republic,DOM,230309.0,550647362976.0,940071264624.0,30552042683.5,151927527616.0,238599329152.0,7810426000.0,7042930857984.0,5779525519360.0,327677525888.0,12919992645264.0,3204891126168.0,2154321704130.0
44,Ecuador,ECU,1019440.0,433353378340.7018,199854288677.01562,6839556021.458252,64159477198.98064,22149586819.65625,930685111.7083511,10112565351499.0,1884387757288.0,276385281091.125,15932975291904.0,3947354519040.0,2656382964928.0
45,Egypt,EGY,692350.0,3869735183522.3027,32149319346022.69,369834596256.15137,47076642587.92383,352404184006.78516,4129368318.522949,209733374105736.0,84084988385703.9,7381687098863.1875,93804631464704.0,23179240050176.0,15532486627056.0
46,El Salvador,SLV,27451.0,13398165504.0,15218577408.0,1364845824.0,3318616576.0,3671571968.0,336519552.0,570798047232.0,81362264064.0,23381143552.0,218039681024.0,54540763136.0,36415905792.0
47,Equatorial Guinea,GNQ,94170.0,172017400.0,376184858.0,6215763.265625,2180689848.0,1375377328.0,27029883.625,27165720320.0,108571576960.0,889211236.0,689185087488.0,172677007360.0,113145724928.0
48,Eritrea,ERI,239205.0,8031792576.0,534600664.5,416933109.25,791932028.919195,119052876.03447548,49409090.062660515,591072539210.375,8448590388.007043,12487004110.83012,5690380845056.0,1438124359680.0,935642345472.0
49,Estonia,EST,67469.0,4358913983.5,23033691191.453125,55271077.39746094,10928046352.875,49115215658.28906,124626350.23168945,1206976499128.0,103264402340.9375,38562946469.25,346435037696.0,84448633984.0,59378125120.0
50,Ethiopia,ETH,3115310.0,343731162382.1692,45486571209.617386,50233416112.51904,6619086153.416369,625102231.6398153,944353889.7118874,48945973638891.27,14139107707688.875,2219949826667.131,101416422930432.0,25784365166080.0,16688709588480.0
51,Finland,FIN,469781.0,29915571860.61328,637990669808.2463,794623142.291626,49642281472.875,849453390137.0692,1096525119.5447083,16600013206816.0,1791499822054.75,456645104523.0,6795736074240.0,1655822119424.0,1159465247616.0
52,France,FRA,1325590.0,9246838828600.0,40624848637474.25,430942114016.25,2509682455996.0,8126453035278.0,105635758788.1875,622427401967872.0,97968464288416.0,19727463696896.0,88380497584128.0,21579956682752.0,15063430133248.0
53,French Guiana,GUF,61096.0,6607.39501953125,13740.294921875,755.5444946289062,3860038.09375,9122514.25,445754.154296875,1024460192.0,264121984.0,51324085.0,231928169472.0,57462546688.0,38730846464.0
54,Gabon,GAB,681181.0,944748987.53125,509852185.11328125,20337904.56591797,12795958610.433105,4419214143.035889,207424460.47921753,262123225420.5,515682836481.0,16528022426.75,2950467353600.0,740369938496.0,487269500960.0
55,Gambia,GMB,110102.0,349522312704.0,19696768814.8125,28584042080.0,16818627776.0,751483545.3320312,1292597856.0,10316616728576.0,105390957568.0,724093344768.0,3538848710656.0,899243982848.0,582693273600.0
56,Georgia,GEO,121805.0,61063127424.0,112040418976.0,2703066506.0,2388513368.0,4036121192.0,109881655.375,1813768595456.0,393035169408.0,66983761312.0,1892869521408.0,462601879552.0,320412033024.0
57,Germany,DEU,769939.0,3321098938296.0,10577473549824.0,42850174488.625,1880967229184.0,3131662736000.0,21080241688.0,280111443937280.0,20792855410688.0,9100916971648.0,84933746491392.0,20641360418816.0,14528722661376.0
58,Ghana,GHA,733136.0,1808831802112.0,145647216200.0,40592710737.0,439400291312.0,23900555098.5,4523436652.875,45521825378304.0,15236905351168.0,2493893411584.0,36118450282496.0,9085647852544.0,6000886521984.0
59,Gibraltar,GIB,19255.0,81171775488.0,164002365440.0,5400000512.0,22033041408.0,43552862208.0,1470351872.0,2113704427520.0,1741565198336.0,85647343616.0,1736928395264.0,423869808640.0,290485927936.0
60,Greece,GRC,871814.0,1191409001110.8904,2760878223204.398,80670789712.98938,481227142766.0,1403962666052.0,27066911528.5625,49818199622276.0,15974065902841.0,1696213674187.0625,13641806411520.0,3314935635680.0,2324364366208.0
61,Guatemala,GTM,80909.0,41535810944.0,137154813568.0,10707472984.0,78224377344.0,239031805952.0,20108477952.0,2786211217408.0,914908712960.0,116212847616.0,7774170382336.0,1965826080768.0,1288811298816.0
62,Guinea,GIN,681576.0,148178579648.0,31537591612.625,4061140066.5,12975359701.96875,946913211.8000488,183994976.96972656,3988778915840.0,1047598594432.0,119668310912.0,11208073068544.0,2858101045248.0,1857176590336.0
63,Guinea-Bissau,GNB,140144.0,174138616832.0,5522038560.0,3445403972.0,18166967656.0,1039053263.0625,375323482.3125,1570578288640.0,55512425792.0,56499628544.0,2004833842176.0,506799630080.0,331481011200.0
64,Guyana,GUY,422180.0,628899957.0,665925675.0,19613509.5,7265034689.1171875,7150577152.0,220662811.39416504,775512885546.8438,20758312566.375,11985019293.02246,492902536352.0,121369410044.0,82079093074.0
65,Haiti,HTI,126896.0,48765341696.0,70261096672.0,4305911660.0,1990550363.125,2891591362.25,175385001.265625,702808402432.0,1634042255360.0,56250960672.0,4266987356160.0,1068183744000.0,710082166784.0
66,Honduras,HND,215666.0,88079225431.29688,140569616619.9497,5870511253.790283,82597988348.0,184791153628.25,7437541079.625,4332452763392.0,848372728544.0,115457954456.0,7169538392064.0,1789669883904.0,1197878528768.0
67,Hungary,HUN,259725.0,2262297144320.0,7034327703552.0,150277103360.0,981554323456.0,2762749657088.0,63366886656.0,153184807813120.0,20845695893504.0,4285035094016.0,12686563966976.0,3074535153664.0,2165473234944.0
68,India,IND,8474789.0,58484391616417.14,109953519253527.83,4835884714068.207,7449649061024.1875,9373293660016.566,568477070020.8135,3174235379836395.0,287114177409217.25,136853167917258.7,1331080227460096.0,328832644215648.0,220796304221568.0
69,Indonesia,IDN,10144781.0,22438328067524.688,1678740603222.705,354956413950.45996,20832328301643.625,1232853508794.618,195385757427.23047,979044747464875.0,88394127698452.67,10369203277005.14,207879991352298.0,51075888023958.0,34580515553042.0
70,Iran (Islamic Republic of),IRN,3068740.0,2975278935994.8438,13341799701879.031,170143076818.60254,43530556222.69922,190847742657.22656,2407910801.052002,93607351953468.0,15078963969925.734,4041749106505.875,65751274591231.0,16014309541759.0,10966193892607.0
71,Iraq,IRQ,811088.0,329629931890.0823,1381781463336.9375,21062097580.35498,12284401323.953274,60431337328.22266,716313086.4109062,11614809381984.5,2103061511401.8125,564401086629.2422,51364750705664.0,12869987121344.0,8460511862784.0
72,Ireland,IRL,249872.0,4594852862.005987,139570353914.89062,419949958.7048249,412958724.55389404,11005083943.038086,38551745.75042826,2818724216733.8125,129010618183.06982,75287866175.90039,7575524503488.0,1850399971184.0,1278735595192.0
73,Isle of Man,IMN,12776.0,391790080.0,850802816.0,4555575.5,45503020.0,123482392.0,556118.0,33719506944.0,1236757504.0,976183872.0,111560130560.0,27220912128.0,19004588032.0
74,Israel,ISR,126215.0,221462365726.25,1545464027168.0,15112951555.3125,11031541934.5,71804310499.0,706027671.75,1914023727856.0,3145380756688.0,180078625355.0,22576649142272.0,5596178448384.0,3762340708352.0
75,Italy,ITA,1112679.0,5034219350682.594,30868072658796.438,378284101822.10645,1474858471215.75,8690151112057.5,100954977425.0625,212650854687104.0,123765726684848.0,6618843425271.0,63514054440576.0,15470959858848.0,10897151832192.0
76,Jamaica,JAM,103012.0,52580361280.0,298636690688.0,2512792224.0,34975295360.0,202278352896.0,1667916338.0,362932787200.0,1194970505216.0,34868166144.0,1735345643256.0,425927300834.0,290816696536.0
77,Japan,JPN,1574401.0,474063252308.4375,8006897260289.0,37021518777.98047,619463510922.8125,10470804510143.287,47436994382.72656,44000215105012.0,64392531414180.9,2047336287132.625,110247947089920.0,26859817936928.0,18939479348544.0
78,Jordan,JOR,106208.0,25823028096.125,160986508337.40625,2206195076.1240234,168680269.640625,1032533102.25,13675284.697265625,1104300387956.972,310516573611.0597,45629089810.0515,3438262312960.0,856953833472.0,566064659968.0
79,Kazakhstan,KAZ,2811822.0,527318544826.03064,2634356732432.416,26262506175.52539,6528976171.6883545,46323565490.04825,312564634.8170872,64982077005426.734,3499511144092.6,1998915676581.8958,18882301178656.0,4625526734200.0,3160183256456.0
80,Kenya,KEN,1818332.0,401060935484.125,444922037849.3721,62958777780.4375,37636090246.615234,34717145545.538055,5985998710.452148,28480794902048.0,68089896195192.0,2089139374490.0,66091491432576.0,16757358624896.0,10918698001688.0
81,"Korea, Democratic People's Republic of",PRK,257746.0,524600839408.0,1350615088128.0,44215961840.0,438036194304.0,1407855889408.0,37066684816.0,24122165878784.0,19408646717440.0,1214468725248.0,29020983762304.0,7047602425184.0,4891211745120.0
82,"Korea, Republic of",KOR,294426.0,339650794201.75,3006119262408.0,22512061687.96875,512501121216.0,4406334726272.0,33884045878.0,25511230404608.0,24656116076032.0,1301688654944.0,28714586408960.0,6938040475264.0,4849401929984.0
83,Kuwait,KWT,22189.0,206527712.0,1194985728.0,35175512.0,1.521255066361249e-10,8.888882963020706e-10,2.5947339762910637e-11,2238860800.0,9341659136.0,368684864.0,179900121088.0,43503931392.0,29124073472.0
84,Kyrgyzstan,KGZ,410130.0,258051682302.0,1565376094288.375,10609291695.875,3859815361.472168,21640755990.139282,146654296.49395752,12659432494944.0,2262394229792.0,517473259717.0,9501311475712.0,2343209015552.0,1577404823936.0
85,Lao People's Democratic Republic,LAO,914285.0,1740468936423.3696,1586944673707.0798,52382221625.80832,474090798926.0,366368641197.3594,17571027846.34375,71598943216640.0,14836916845360.0,1460345324976.0,17428796284928.0,4284353187840.0,2912797058048.0
86,Latvia,LVA,153518.0,20598348009.15625,425752580105.0,1426798110.4248047,28887381184.0,529035619136.0,1110139669.625,3740700893184.0,1115675730944.0,164219669568.0,1486954379264.0,361427426304.0,255931328512.0
87,Lebanon,LBN,60410.0,219544336128.0,960309489664.0,10742914768.0,2752777488.000008,13361265792.000038,133747509.0000004,5698634866688.0,1738880221184.0,279390771712.0,11270280708096.0,2783929761792.0,1869680001024.0
88,Lesotho,LSO,387441.0,134886854912.0,152495740800.0,11949880192.0,2567368244.0,2947676981.0,257156590.5,6891258281984.0,818732756992.0,192223340800.0,4233882730496.0,1059295145984.0,707872870400.0
89,Liberia,LBR,480459.0,440974938816.0,28817316671.6875,1890793651.21875,169431591168.0,3708388934.0,761595829.5,7621566623744.0,2037673233408.0,164934205184.0,10259440881664.0,2590349344256.0,1692205411072.0
90,Libyan Arab Jamahiriya,LBY,437733.0,278853186941.375,2237393764360.0,16022071798.226562,5572973044.4375,47057038473.5,314825485.37890625,3575858883944.0,2223791838990.0,296472201358.0625,2685130894848.0,662538157600.0,445248479376.0
91,Lithuania,LTU,225441.0,248442564864.0,3693442785280.0,10336387416.0,166295213184.0,2329595826176.0,5079635520.0,31818734370816.0,6109854154752.0,1326857910272.0,3699178352640.0,898018199552.0,633129670656.0
92,Madagascar,MDG,2595845.0,88168785177.81104,98860518726.45486,4430800463.212246,20269218223.081573,23377277863.25601,1010144925.8505974,6092908742812.0,5587598776225.5,232225755690.3125,27226864527872.0,6891643621312.0,4485882046624.0
93,Malawi,MWI,365019.0,166274263552.0,99679290016.0,14637686240.0,14411151176.0,12285508239.0,1729608826.75,9098685923328.0,6477796359168.0,489484229376.0,11826036899840.0,3013319004160.0,1949146103808.0
94,Malaysia,MYS,1589043.0,6085084440812.0,151984850890.57617,13542737621.521484,21864057899776.0,209033058297.5,20535172111.75,541524518748672.0,1383508592012.0,432968750894.0,40442397718528.0,9895124720384.0,6723371367168.0
95,Mali,MLI,1385293.0,230863319998.5332,9332638956.901428,31893849329.364258,3245742766.8467875,50746634.94485952,367075372.551262,20537986161681.0,746444328234.6406,1058250463958.5781,24581302044672.0,6289601754112.0,4051908249600.0
96,Malta,MLT,19275.0,4083802624.0,3742529536.0,125952288.0,1986386944.0,1800148736.0,60565324.0,18616477696.0,125521420288.0,3044154112.0,445046849536.0,107897257984.0,75684732928.0
97,Mauritania,MRT,795639.0,35197379442.14905,1901582003.0896368,3243284933.031809,701918631.4904785,438673749.0966797,47128608.66003418,1624702474153.5,34090762140.82422,81356365919.04688,5960296818688.0,1518911204352.0,984800078592.0
98,Mexico,MEX,5188927.0,2432442502136.8145,21255300864644.26,275397909569.2975,220081450073.869,2252002153131.2495,26302611985.203335,166533673255069.1,76049915083134.88,5749414567296.579,109050918340912.0,26920284874054.0,18230109044242.25
99,Mongolia,MNG,1352921.0,73031.4296875,413.4428062438965,1570.2411804199219,6959.386776566505,39.872754855896346,150.04109483398497,71304736950.24219,337598086.0105438,2187008887.730835,2124310231232.0,520040406208.0,353955081232.0
100,Montenegro,MNE,67399.0,10243167808.0,36271118336.0,746480727.0,5806018816.0,22678758112.0,418463948.0,759769827328.0,141196261888.0,22155923328.0,948744962048.0,231681744896.0,160067383296.0
101,Morocco,MAR,573316.0,688497583265.2344,9222894454292.5,63558119862.43359,21034718012.375,268714903160.0,1931906065.53125,23723268599873.5,8217273346010.0,1228821434960.5,22897494069248.0,5628816835840.0,3821525412096.0
102,Mozambique,MOZ,3751245.0,442812414965.90625,140661562180.70642,26863994855.862793,98646960213.5625,25889929283.690918,4342230006.183594,20211885734656.0,4181564720801.5,1078403510279.0312,45526487831552.0,11611240190080.0,7529191670912.0
103,Namibia,NAM,1196084.0,45862047.019940354,258610.84317732893,985196.3962040453,2654024.5086526102,14965.741544444596,57013.05835263508,22028924842.093384,863235998.3112411,859463983.9302235,847335865600.0,209059128256.0,140299169264.0
104,Nepal,NPL,66309.0,14400283520.0,9243451520.0,3697436752.0,253590976.0,199587328.0,34007203.0,3272547696640.0,197164449792.0,91423856128.0,4987742650368.0,1255770161152.0,834275557376.0
105,Netherlands,NLD,53302.0,109468421888.0,3182082670592.0,6413890000.0,8074981632.0,243598592000.0,453836188.0,3141573545984.0,3502295449600.0,343527343616.0,11602027020288.0,2824069316608.0,1967591948288.0
106,New Zealand,NZL,1662617.0,52467597709.25,327426745100.96875,3504447748.0585938,5262189055.353516,32635074333.33789,348717847.5210571,605788388931.623,296634706501.94714,24377995769.747955,4894819782144.0,1198772233164.0,830654002912.0
107,Nicaragua,NIC,439643.0,101752521064.8125,112464173062.58917,7800797600.9140625,56198555012.0,73292225324.93066,3146054599.8828125,5361914881584.0,638804179589.0,215923408914.0,4834808306688.0,1209708259840.0,803142024448.0
108,Niger,NER,651390.0,118682039707.1914,10706201753.563477,33591220785.3125,1385037981.4785156,156345074.55395508,445857168.15722656,10617163486002.688,106116532508.79297,1069768393879.5312,20228638916608.0,5220485869568.0,3325779884032.0
109,Nigeria,NGA,2366570.0,9990116378944.0,6719489897536.0,555629859096.0,553095615142.0,351636494660.0,24519396788.375,291229330758656.0,121110206857216.0,16306194459648.0,250860736380928.0,63347184545792.0,41342528679936.0
110,Norway,NOR,219060.0,5360518567.660156,236143891960.61523,308403784.1668701,8798266274.178095,371914454669.15625,488930354.6829376,3220591850357.339,731033075116.611,91369388831.11151,6478864953984.0,1579308066944.0,1097117949632.0
111,Oman,OMN,317719.0,5074525214.7734375,59723174870.90625,515967300.06591797,3296453010.0880127,41730224986.59961,361746503.4226723,670231439360.0,487863684762.0,20984634608.8125,4794860603264.0,1147122958624.0,774993251472.0
112,Pakistan,PAK,1070634.0,2295339390658.4316,8319602368778.773,144570260310.99646,73820071142.90918,233927978015.36133,4447947692.37561,212852692787111.0,8916167730458.5,8333620168083.234,131394907152384.0,32737508649984.0,21684862889984.0
113,Panama,PAN,351130.0,59049232155.5,216358851216.5,2403030295.4140625,20114347738.330162,76594636561.4585,801489081.1445713,2209046944106.25,698279493710.0625,73676664554.25781,3385154280624.0,832812127144.0,565699826348.0
114,Papua New Guinea,PNG,2335994.0,47201605556.0625,16278205064.125,584436442.4267578,350984654568.25,121386146802.3125,4284037486.7246094,4104777662895.0,4953790837423.0,41840745387.88281,7824496899215.0,1944497614715.0,1289191372499.0
115,Paraguay,PRY,889714.0,237102721809.08847,213106939384.7727,53812736893.25929,12877109576.375,10540667607.050781,2809050973.859375,3134895720656.953,1457492994802.4668,311326073280.2578,3995373352192.0,992960383104.0,666834501056.0
116,Peru,PER,2918790.0,44481724750.77051,248996506812.22516,3575864430.8982544,20111810911.768295,120768687594.6084,1382680871.2672462,2762988206304.035,2246472302659.164,145620445201.2,19304864062636.0,4761252891509.0,3223684063983.0
117,Philippines,PHL,1983580.0,6727328851342.75,1522122797713.9375,163384943913.71875,8278751682784.0,1885415857922.0,200905697658.0,171242031856384.0,39945340536880.0,3210766545759.0,115839986604032.0,28722835665408.0,19209327892480.0
118,Poland,POL,514856.0,2020135440384.0,24536759517184.0,68487391904.0,776347903232.0,8580298878976.0,24528578096.0,148830072733696.0,29821949181952.0,6830323154944.0,28768928727040.0,6959940354048.0,4892269330432.0
119,Portugal,PRT,307495.0,352653933376.0,2903022137984.0,21907122984.0,138016580480.0,1479017422304.0,8294951910.0,12969915547648.0,11843139490816.0,525683546112.0,12736357466112.0,3099681386496.0,2180631886848.0
120,Puerto Rico,PRI,77022.0,3502252928.0,27613449728.0,344546560.0,1339565240.0,10704941248.0,132640969.5,20162775296.0,109459523584.0,2958815488.0,2012978397184.0,492403130368.0,342392803328.0
121,Republic of Moldova,MDA,61680.0,661822062592.0,2382777483264.0,52795214336.0,335971295232.0,1098331340800.0,26563192320.0,18956731809792.0,4198662995968.0,718171021312.0,1937667670016.0,470275444736.0,330035116032.0
122,Romania,ROU,655721.0,3820937360640.0,9789650738944.0,315630401600.0,1856479101808.0,3898363303936.0,153415186161.0,216356927438848.0,28758763257856.0,6368525852672.0,19334141521920.0,4689703344128.0,3295111634944.0
123,Russia,RUS,11626932.0,13570588373683.314,46384644560179.586,1039646162484.9827,1518933590459.4426,7067263304245.54,108599682434.57568,658931617552994.1,63421338885480.09,24927395527996.83,120182652068284.0,29064257481052.0,20491085556931.5
124,Rwanda,RWA,65941.0,168960598016.0,1428838481920.0,34365782016.0,5968549824.0,29218837760.0,1065920548.0,5779371851776.0,47280415571968.0,799797248000.0,12973560561664.0,3274944937984.0,2147221307392.0
125,Saudi Arabia,SAU,1379168.0,129144706992.9375,1905738106648.25,10624456065.644531,17968532479.625,268125052651.875,1541827772.1054688,8520867445330.0,1674425079501.0,279966038300.375,28083659737088.0,6876792637952.0,4583790296064.0
126,Senegal,SEN,216240.0,269029759392.0,165250402745.03125,24600685252.0,12499875876.0,1145934270.78125,1216987887.0,7035468525568.0,79660631856.0,605774149120.0,6305226899456.0,1598564483072.0,1041055604736.0
