,name,iso3,GRIDCODE,X1_en,X1_va,X1_fo,X2_en,X2_va,X2_fo,X2+Y_en,X2+Y_va,X2+Y_fo
14,Belize,BLZ,106206.0,8924745088.0,17780485120.0,2201885792.0,25817248532.0,53820266748.0,6024100655.0,558538112512.0,165802111360.0,25683579904.0
15,Benin,BEN,229699.0,24973663165.046875,4015629711.4404297,1917306007.522461,1012317200.75,71240029.8125,185594975.4609375,797568466543.0,55508148652.625,51064691573.84375
16,Bolivia,BOL,2754741.0,25801651953.222107,28467628870.438217,5407628560.619995,57542742473.15882,44971929874.012985,12088735654.921867,1028199886389.9609,175965767058.083,82746773982.49518
17,Bosnia and Herzegovina,BIH,16398.0,6689754112.0,49647927296.0,376353664.0,358786176.0,2748443648.0,20492976.0,977143136256.0,145246142464.0,27946188800.0
18,Botswana,BWA,1288474.0,2595.325927734375,-15.196086883544922,26.396560668945312,4704.19482421875,-3.3044166564941406,71.69873046875,329969.953125,2181.5740966796875,3199.4876708984375
19,Brazil,BRA,25916294.0,1091973529732.3379,595094891663.3591,262003143390.08234,3209067173287.7866,1177293157816.9014,824444967378.8357,72410374853304.84,18761372399594.0,5967685649995.375
20,Brunei Darussalam,BRN,92327.0,-2.0,-2.0,-2.0,282821.15625,595721.0,9937.0771484375,1188907.75,1683563.0,32343.58984375
21,Bulgaria,BGR,120607.0,697099998976.0,777975191040.0,58227322976.0,339540188160.0,399109015552.0,27655046976.0,26999496900608.0,3209292013568.0,1031990738944.0
22,Burkina Faso,BFA,251448.0,58036343770.0,8159716158.0,9496659750.5,739246403.640625,120048630.9119873,119698477.47460938,4139154553024.0,73088519308.0,252377817096.0
23,Burma,MMR,1597600.0,1904494702416.0625,707027383461.8281,167282230642.6875,684375684275.3125,269513935309.15625,58674365641.55469,115426977827236.0,3419917873202.8438,4884983518815.844
24,Burundi,BDI,235472.0,141479263239.0,892678757901.0,28643951757.625,21429804492.0,42270817292.0,3785644151.0,5084973410816.0,48228118122496.0,787077684864.0
25,Cambodia,KHM,617192.0,1194586393435.0,1018474078004.0,37106890319.5,550445055015.75,443197914788.51465,17869713871.90625,107165095968639.0,18208384485662.5,2056220179379.0
26,Cameroon,CMR,1553739.0,241500625329.52344,187963667913.77344,18096868694.828125,87869210945.90625,52671796741.20703,3547426973.408203,7759039617120.0,3577975752738.0,415728769534.9375
27,Canada,CAN,4827914.0,12317606332804.219,7509975264928.018,669352278332.7202,2768538509576.0234,2974122220757.332,133289069021.83992,615540768325681.8,35066401119583.188,23188684213644.586
28,Central African Republic,CAF,1188484.0,6680750069.839844,776081506.3413067,441663624.36279297,417501280.875,657469.1888885502,16361645.578125002,176440215511.0,14080987132.036133,9427039097.5
29,Chad,TCD,1197650.0,28477707443.445312,4609534259.803467,1934914611.2059631,6122977434.035156,1265137420.0032182,421165040.81689453,1106017170628.25,380210020404.53125,57509790324.765625
30,Chile,CHL,4811234.0,48992328039.94824,161659477140.44415,2790124568.7971954,88553291338.34766,278876463000.36523,5134725583.950104,2038870808082.9521,1209057718476.5146,91028658968.62793
31,China,CHN,15512118.0,73780069415246.66,334180886839579.56,4720104622668.472,10235781221489.469,51666791556437.625,628015905841.1492,2981353064210902.5,5318384243650840.0,107804187825694.8
32,Colombia,COL,2885141.0,237213020600.5586,260023108649.8065,5830981649.082527,21547119661.995632,35014753456.81586,602257365.9227169,6397229495817.5,1488704642033.5308,160290517002.71692
33,Congo,COG,785879.0,467454.28125,-16.0,40690.6953125,90681784.71875,15857668.453125,5318918.9111328125,2661856940.5,383859031.5,289629685.21875
34,Costa Rica,CRI,316060.0,41848376912.5,106282568140.5,1449527581.578125,217329376021.5,551583605630.5,7062744782.316406,5031493407216.0,1202287425839.5,137858223041.5
35,Cote d'Ivoire,CIV,1032489.0,1133384572813.5,5806175251.140625,3226676442.0117188,994931996882.3873,6945948367.441022,2792147063.111451,11492975161166.0,5691766246625.375,387288090804.4375
36,Croatia,HRV,309025.0,746774499440.5,2482094293656.5,60737886569.40625,291834498527.0,994154212625.0,20137366885.9375,73712987508736.0,11726063186720.0,1840235071456.0
37,Cuba,CUB,563206.0,156787902590.0,1204736904991.0,16208288073.375,235001003229.0,1768228460259.0,24423811235.9375,6551854800687.0,18426469864063.0,483230346245.0
38,Cyprus,CYP,98989.0,1190906054.1875,26809809608.0,179513846.96484375,1280789760.0390625,28621376525.625,191627608.55395508,3504048678.2890625,33705032192.6875,593379104.6757812
39,Czech Republic,CZE,71547.0,524498370560.0,2910271438848.0,8907307648.0,137494638592.0,849680662528.0,2503694496.0,32817711939584.0,3784675131392.0,1064335228928.0
40,Democratic Republic of the Congo,COD,5175805.0,3404286766.5078125,44188627.29403335,136642731.35394192,8036899018.992798,160803339.8456745,347325591.8994751,536225554351.1875,125616247106.82129,35030436824.39844
41,Denmark,DNK,182518.0,379891250644.0,2730022132724.0703,3556474821.546875,123172841415.0,793247463493.8828,1220418223.203125,86311486529536.0,3685679685504.0,2518011064576.0
42,Djibouti,DJI,28304.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,Dominican Republic,DOM,230309.0,196344109312.0,332133492736.0,10908650368.0,217236285248.0,387834907776.0,11516151432.0,4242400468992.0,3509699491840.0,195404748416.0
44,Ecuador,ECU,1019440.0,42651167250.37505,18955725300.453125,690073822.1309654,32098968222.20899,9132936448.859375,467083730.4257883,1548568667741.2188,301113569935.125,46908421626.41016
45,Egypt,EGY,692350.0,3931937515910.4414,32454265361851.934,374602607406.0547,249099826619.0,2008542467515.0,23788509469.25,229499989018861.0,91896387170874.94,8034094380093.625
46,El Salvador,SLV,27451.0,9885386752.0,11390914560.0,995006720.0,7270680576.0,8045081600.0,734784512.0,576041123840.0,86366265344.0,23856951296.0
47,Equatorial Guinea,GNQ,94170.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
48,Eritrea,ERI,239205.0,775672983.6875,162955934.8798828,47566816.962890625,670449823.375,127165857.27246094,43790818.16015625,95214413910.0,1964089434.375,1660257235.5
49,Estonia,EST,67469.0,9722776576.0,52120529207.5,123896975.921875,10575083537.25,40351917294.96094,109067202.23388672,1609066825488.0,110494979737.75,51384971002.5
50,Ethiopia,ETH,3115310.0,54770027948.56641,10083780099.305984,8585921881.585449,1334491031.4947553,110193434.16309303,185416391.39153674,6252964777065.699,1583775375737.0625,340032722517.4531
51,Finland,FIN,469781.0,38863426681.58618,760557322671.2737,954741826.01828,51757417787.5,869466288584.5852,1128745212.2642212,19030135497088.0,1908888481126.0,522706620948.0
52,France,FRA,1325590.0,11221717939525.0,47048543171771.375,512360980727.125,1554812669140.0,5171438705276.0,63638853537.0,679466850326016.0,102309667604480.0,21491345544864.0
53,French Guiana,GUF,61096.0,0.0,0.0,0.0,263685.671875,625117.43359375,30482.258056640625,69082026.0,17415389.25,3455815.3125
54,Gabon,GAB,681181.0,19994.650390625,15470.75390625,1003.79248046875,103163245.5625,27519906.90625,3512660.15625,3155069343.0,3259208841.0,237036715.375
55,Gambia,GMB,110102.0,142098767936.0,8458185488.753906,12365519068.0,3696724894.375,152409349.6303482,316110626.375,4055795040256.0,37686571392.0,309456000576.0
56,Georgia,GEO,121805.0,60561393904.0,109487280672.0,2673597500.0,2893577708.0,6607677752.0,139557989.5,1814358150144.0,395643146496.0,67016108224.0
57,Germany,DEU,769939.0,3849599467152.0,12780542867392.0,50520632567.375,1867027155648.0,3867700927360.0,21883061025.0,308130115803136.0,24849718496768.0,10132930664064.0
58,Ghana,GHA,733136.0,639883311051.0,54548475461.625,16924323395.5,360982649939.0,22654281192.375,2819273032.3125,22287645316191.0,7460432002367.0,1236749436885.0
59,Gibraltar,GIB,19255.0,112640811008.0,227071770624.0,7496033280.0,9532345344.0,17421660160.0,643095488.0,2493103996928.0,2022659850240.0,100149952512.0
60,Greece,GRC,871814.0,1556705461272.6758,4035931725232.5547,96127603314.68767,455376291380.375,1208427842639.3438,28188227334.342773,59723654301184.0,20401991938420.0,2041070958373.0
61,Guatemala,GTM,80909.0,20662956552.0,77322170272.0,5324612901.5,70883395712.0,214951143424.0,18194580256.0,2125873098752.0,736250745856.0,90947318528.0
62,Guinea,GIN,681576.0,1112887161.5,177802956.4296875,62916012.2109375,616168050.296875,103420980.42173386,16813508.216796875,75732275471.5,7436207691.066406,2749812948.09375
63,Guinea-Bissau,GNB,140144.0,178035290.5,95202.76734924316,15915391.46875,272630370.5,14381252.454101562,10370584.34765625,13047917718.0,235358995.21875,606240117.53125
64,Guyana,GUY,422180.0,23361741.1875,4379626.5,530674.2578125,1295486223.0,760157175.0,33971333.25,161247346167.0,2780718567.0,2414055007.0
65,Haiti,HTI,126896.0,14450154760.0,20776464440.0,1277670547.0,10552627448.0,15267545042.0,930797581.875,355679536384.0,818302023680.0,28561986464.0
66,Honduras,HND,215666.0,37039928416.0,53624064096.0,2953568271.0,62226842852.0,128393736879.375,5656424428.53125,2612661863936.0,532479255088.0,75573493947.5
67,Hungary,HUN,259725.0,2364037632000.0,7164167725056.0,158277053504.0,992200411136.0,2881205133312.0,63079338496.0,159431450820608.0,21716715274240.0,4442233466880.0
68,India,IND,8474789.0,36911743014342.39,76349748046808.06,3083798655707.044,13921247124695.816,20315125414362.344,1127567566538.6213,2682445080158660.5,253942249361365.97,112816494850393.38
69,Indonesia,IDN,10144781.0,6877793147010.156,828931401673.5829,204236966661.22656,11084750825955.656,657598666184.6929,107610257240.05127,506130039709799.5,57188759960569.75,6783565809233.777
70,Iran (Islamic Republic of),IRN,3068740.0,2481087158872.6924,11105112282786.346,143174022996.49872,117707533402.8125,520859195601.71875,6097263353.144531,82271740508669.0,13452692838509.908,3563475223542.8906
71,Iraq,IRQ,811088.0,286017258347.7853,1189721484350.375,18248897386.075855,12630103983.838394,62847058493.93872,821957565.1382442,10021421024841.875,1860571494432.3906,499753404518.97656
72,Ireland,IRL,249872.0,6510749338.241683,192481467763.39844,594516722.9481246,540576520.9900727,13109424850.33789,49405632.30259981,4116651270328.0,177435607667.71875,109676433185.40625
73,Isle of Man,IMN,12776.0,545032320.0,1231610752.0,6401001.5,78453856.0,384679008.0,1131135.375,47870771200.0,2090429440.0,1387702784.0
74,Israel,ISR,126215.0,180274691824.0,1214692168176.0,11748401216.5,10401576096.375,66323923423.875,682191808.6191406,1504623201564.0,2518501106026.0,146544838715.0
75,Italy,ITA,1112679.0,5806471352604.8125,35343758037684.06,426436624225.91406,1398346604716.75,8260959459991.0,97839278191.40625,231516332700992.0,135480173172672.0,7259569613049.0
76,Jamaica,JAM,103012.0,4084363798.0,23012639952.0,195514312.5,47309202432.0,271280701440.0,2258706352.0,239948892160.0,857588740096.0,21778469632.0
77,Japan,JPN,1574401.0,640238892327.435,10831822609548.271,49552424288.94226,448948126152.1094,7588017208434.012,34591609957.35547,43174195051208.0,60343330562539.3,2016934037512.3125
78,Jordan,JOR,106208.0,16704381634.0,99078654976.0,1343171446.25,1835650120.15625,11249855616.0,131408263.68457031,875504018925.0,207752659636.0,34604002753.5625
79,Kazakhstan,KAZ,2811822.0,409561951229.84204,2250945657608.8213,20209933743.014816,44191506519.30481,47836251907.888985,1986732331.253708,54688500614417.625,3058029866883.6855,1689575557318.124
80,Kenya,KEN,1818332.0,168075929012.14062,242367150731.16846,27348177771.67578,12756252928.871193,5985134934.57887,2572299094.401867,11726949042038.0,30888709407872.0,892754334283.375
81,"Korea, Democratic People's Republic of",PRK,257746.0,558370056864.0,1572111846784.0,46704924336.0,489336988160.0,1495935601664.0,41489371808.0,26296751620096.0,21124531650560.0,1325250886144.0
82,"Korea, Republic of",KOR,294426.0,512703838032.0,4518321517680.0,33963441410.75,412465693248.0,3516059572352.0,27258089097.0,27563009627136.0,25486223509504.0,1404057980160.0
83,Kuwait,KWT,22189.0,130356904.0,761691392.0,22234370.0,0.0,0.0,0.0,1415449600.0,5961147904.0,234653344.0
84,Kyrgyzstan,KGZ,410130.0,223028719794.92188,1268075821548.6045,9079255202.263672,4318711024.098877,22076502441.583984,194235494.40400696,10940278687464.0,1926907193592.5,446659393422.125
85,Lao People's Democratic Republic,LAO,914285.0,588619638740.4546,578088446153.8073,16820447747.305996,505423571414.54553,473353987584.8461,15125006602.899235,34762374939596.5,4038758759751.25,684218977311.4844
86,Latvia,LVA,153518.0,28485253553.0,517746818088.0,1483991741.796875,32539403376.0,574649692672.0,1210260212.5,4705653569536.0,1244670574592.0,194710222592.0
87,Lebanon,LBN,60410.0,202594588672.0,886667970560.0,9890495248.0,2879991344.0,13399461248.0,138056002.5,5480819843072.0,1597730631680.0,264324969216.0
88,Lesotho,LSO,387441.0,55455225196.5,107757048790.0,6221224420.3125,1321985012.765625,2485043267.640625,149020463.43603516,3607321510528.0,433541436248.0,105371567510.0
89,Liberia,LBR,480459.0,48709737292.125,164176596.25,113345552.23828125,97786827166.0,787291811.375,266364202.50390625,801137073792.0,268554996992.0,20499279971.0
90,Libyan Arab Jamahiriya,LBY,437733.0,251778144321.0,2018551061653.0,14482010780.03125,18567696322.625,152438255965.5,1050846094.1796875,3407033618758.0,2220458094374.0,282365448014.8125
91,Lithuania,LTU,225441.0,371606454784.0,5297491460096.0,13223697992.0,132400391168.0,1958637842432.0,4399464152.0,37834710777856.0,6486135209984.0,1548256075776.0
92,Madagascar,MDG,2595845.0,3898151777.475586,4116568329.6742935,206761526.1809082,1944487355.6240234,1986729160.9282866,110941336.14086914,515488033757.375,1358664159879.7764,13906770395.822266
93,Malawi,MWI,365019.0,18003094328.0,17434889242.875,2381063252.5,15128579327.230469,15582825324.508896,2221898506.9033813,1863659166432.0,499783273768.0,137251055082.0
94,Malaysia,MYS,1589043.0,251951699102.0,13212539776.015625,1862541156.90625,663537592300.0,36963593113.98828,5125567849.000977,15481435820254.0,239739074292.96875,82069792269.30469
95,Mali,MLI,1385293.0,75639638165.7539,2152622239.612261,10462710031.020569,930794469.0179446,18192456.045314077,124684451.44176486,7030978508301.5,167238207276.97266,360536854422.5
96,Malta,MLT,19275.0,6388025344.0,5846619136.0,197972448.0,1335536512.0,1180755072.0,38992360.0,22438631424.0,159683100672.0,3850680832.0
97,Mauritania,MRT,795639.0,4019100585.265625,102504066.26556396,557940512.2426758,1437311014.3164062,283918171.7871704,86693298.25976564,234793150552.5,4391514288.109375,15026690959.84375
98,Mexico,MEX,5188927.0,1830617805410.084,17681140999400.863,199087065292.36533,435799634166.9863,4067596173604.6963,52536684833.16635,141974520061680.5,73923547771693.53,4901651571314.232
99,Mongolia,MNG,1352921.0,993.2761840820312,-4.342640161514282,11.552115440368652,334.62551879882824,-8.056695818901062,-2.5968446731567356,13630332439.360413,77427506.19795519,430405193.87319374
100,Montenegro,MNE,67399.0,50492374400.0,180726588416.0,3765528448.0,11396264192.0,42419400960.0,864538760.0,2781753212928.0,487425712128.0,82307726336.0
101,Morocco,MAR,573316.0,601536900308.0,8056883391064.5,55665509616.828125,20840798489.5,265780244718.0,1919064015.65625,20755671760894.0,7228969284942.0,1082629692138.0
102,Mozambique,MOZ,3751245.0,43078486403.822876,15605712211.580908,3599792973.2352524,30322901168.591797,21687847471.077023,3081439391.8137054,3814495252700.75,684425171784.2861,215389130838.54688
103,Namibia,NAM,1196084.0,13744.38671875,50.6552734375,268.8332824707031,6267.4521484375,8.493694305419922,108.21575927734375,40832256.8984375,94534.396484375,2107904.6206054688
104,Nepal,NPL,66309.0,3433452992.0,1916358304.0,891204762.0,252733556.0,155342290.0,49968080.25,888643559424.0,57284188032.0,23881688704.0
105,Netherlands,NLD,53302.0,121294444544.0,3538670206976.0,7083532328.0,11784030624.0,365713217536.0,645084128.0,3520297893888.0,4041057132544.0,385633870848.0
106,New Zealand,NZL,1662617.0,6202789177.0,40883495724.0625,418757038.90625,965371224.0,6366265959.0,64423747.484375,74699990694.0,42380402322.9375,3061013783.0625
107,Nicaragua,NIC,439643.0,31848985556.0,47128639552.25,1325441776.0,51916446941.5625,69088395483.89304,2720286532.560547,2692298919632.0,361646744124.25,78792761612.8125
108,Niger,NER,651390.0,8871446045.6875,215859133.70703125,1906252079.21875,190275400.67187566,16499582.404052747,61106476.56640639,631170865429.0,12261632425.75,49547936470.5
109,Nigeria,NGA,2366570.0,2209397873284.6875,1848275938123.8438,141982221950.25,764571970225.125,343540123870.5156,41024204171.28516,89715174806972.0,40030127135741.0,4708060088690.375
110,Norway,NOR,219060.0,7542589427.188416,333009976125.78125,434945496.2915039,8288809794.57119,344985290547.4575,453882673.8894838,3627003666941.0,745531607448.3765,102762386450.06934
111,Oman,OMN,317719.0,477887611.0,2936608168.0,28519302.3515625,5734578939.1875,68404327905.0,593094260.390625,500036270695.0,382696345532.0,15784667291.5625
112,Pakistan,PAK,1070634.0,1948597350394.3008,7130247854516.455,122205717315.91261,86772623335.85919,302367099978.6503,5460706611.918074,187295661490630.0,7628672419239.325,7286659873501.328
113,Panama,PAN,351130.0,27197829276.5,99035510853.0,1136202171.015625,29142482711.50643,108526248342.09912,1145879132.906046,1590882810910.25,554417791013.75,51673873196.67578
114,Papua New Guinea,PNG,2335994.0,14618373772.6875,5171249924.25,178660687.4404297,126384361221.9375,43915134716.4375,1540836327.6083984,1458260500343.0,1760240854201.0,14799940479.351562
115,Paraguay,PRY,889714.0,28462035807.182617,25222769915.648315,6499495622.728027,59622992643.166374,36869326684.4359,13674933976.430946,1099683351633.4211,526239656223.77765,119479509734.14264
116,Peru,PER,2918790.0,497148482.9863281,2895048141.011158,51443800.8737793,6531414303.204258,31539769492.263577,393403774.96221924,240173274545.4375,217578037985.85156,11913900736.808594
117,Philippines,PHL,1983580.0,715355663249.0,142457622519.125,17283165309.453125,938169615856.0,199744915662.75,22764317111.40625,30747566032142.0,4631432516540.0,501635330344.75
118,Poland,POL,514856.0,2258011420672.0,27438265901056.0,75909363552.0,761104021504.0,8320342503424.0,24337897600.0,159826804736000.0,31240328675328.0,7353830141952.0
119,Portugal,PRT,307495.0,876335941248.0,7439766367232.0,53949992824.0,139935601248.0,1284441301376.0,8404274693.0,27142905823232.0,22305489723392.0,1088212059136.0
120,Puerto Rico,PRI,77022.0,1489598912.0,11545005056.0,145046900.0,3159937696.0,25328538368.0,313341614.0,21057920256.0,118538156032.0,2988367680.0
121,Republic of Moldova,MDA,61680.0,575566708736.0,2066669928448.0,46030403072.0,364881616896.0,1233093672960.0,28824399360.0,17974022373376.0,4155238187008.0,682793869312.0
122,Romania,ROU,655721.0,5028452449792.0,12503391637504.0,419747285920.0,1358364820992.0,2823674501632.0,109616764580.0,248050529959936.0,31358413045760.0,7209754984448.0
123,Russia,RUS,11626932.0,15298857007318.146,51431559715402.125,1154402002022.9521,1102956787774.0906,5138346327984.685,85596889619.03961,701069275090537.2,62424805660215.72,26523150602709.543
124,Rwanda,RWA,65941.0,75788754944.0,753846468608.0,16116311552.0,3019952640.0,19900096512.0,667284688.0,2614934634496.0,22675496894464.0,363304009728.0
125,Saudi Arabia,SAU,1379168.0,56414165691.5,852102384192.0,4746049399.9296875,54293797453.390625,852011838330.7969,4568680193.04248,6359603834206.0,1946020638166.0,213178108936.1875
126,Senegal,SEN,216240.0,144506307646.0,84807514645.1875,12961347582.0,13053175910.5,2319553241.5625,1126919224.375,3980800526334.0,43894548174.0,333984951550.0
127,Serbia,SRB,33163.0,261786820608.0,828126822400.0,20586166272.0,30574601216.0,96981299200.0,2421161984.0,15557620924416.0,2364906012672.0,424456503296.0
128,Sierra Leone,SLE,117672.0,310548806.25,37046509.25,2863963.25,5212349311.0,621697671.0,50497780.0,136082194431.0,27306798591.0,2511563775.0
129,Slovakia,SVK,87603.0,175009353728.0,1522322751488.0,4492677568.0,65240152064.0,626369347584.0,1990230352.0,11973164793856.0,2105873989632.0,512683372544.0
130,Solomon Islands,SLB,34896.0,0.0,0.0,0.0,141823504.0,54982332.0,1834541.875,1352439808.0,2146820992.0,7805843.0
131,Somalia,SOM,951284.0,35285397666.625,55502596800.75,1453684617.71875,1795198344.875,2836985039.5,74312715.13671875,452400233270.0,139319775146.0,9930899571.90625
132,South Africa,ZAF,5019326.0,521194912659.87933,1275580913783.26,54788284645.71163,17605687094.257343,50912139262.27897,1905841165.979898,42823487356791.016,5794825889200.593,983623574790.1565
133,Spain,ESP,1072655.0,4992365960820.0,12710169400270.0,300066536311.7969,1010997713548.25,2638325260418.5,59588127013.96875,217915839088192.0,100646575121664.0,7518376529550.0
134,Sri Lanka,LKA,297090.0,228605541120.0,211460468224.0,7520722004.0,427631238248.0,449209605560.0,14643002004.5,9527484015744.0,2201927098592.0,203802692444.0
135,Sudan,SDN,3212537.0,412900067270.44727,117478144169.01285,28076428893.40918,27880823966.207764,8552712247.543301,1944688998.4503021,19036137176126.625,848274257424.2662,506786059874.2031
136,Suriname,SUR,182913.0,-4.0,-4.0,-4.0,11766318.125,1410573.5625,280453.978515625,1538737852.0,65463806.0,25278369.0
137,Swaziland,SWZ,168606.0,8830387616.0,7963581296.0,947660420.0,451069630.0,615515119.75,49997738.375,569107116032.0,89368966144.0,13155236928.0
138,Sweden,SWE,381428.0,113383695309.3125,1721100379853.875,2167506241.3125,22393799775.0,223452538104.77954,290358562.2856293,30184640933529.0,1554525034865.1719,945037790731.0781
139,Syrian Arab Republic,SYR,292366.0,878262122752.0,3732383145984.0,46966551024.0,96385491812.125,553349582799.875,5471870607.9375,34816697909248.0,8329833383936.0,1882891813376.0
140,Taiwan,TWN,167711.0,240194348256.0,2867358748672.0,17189460536.0,160007490304.0,1916016248832.0,11395258928.0,8314986487808.0,10180808908800.0,306296649728.0
141,Tajikistan,TJK,92324.0,63121002752.0,456706672640.0,2354721336.0,807550174.5,4266344752.0,29718313.796875,2847647981568.0,576537194496.0,121568251136.0
142,Thailand,THA,799795.0,2409352783613.0,2595999123453.0,80384570073.0,1341581512493.0,1369597738725.0,44940219282.5,183554860943357.0,8358322389725.0,4604181074557.0
143,The former Yugoslav Republic of Macedonia,MKD,34245.0,81298954240.0,245517628416.0,5761115712.0,13506636288.0,40830936064.0,974614112.0,3409847222272.0,664632000512.0,127299414016.0
144,Timor-Leste,TLS,35587.0,235747584.0,5305883.0,42847852.0,828176384.0,21135914.0,150156448.0,189296377856.0,301124911104.0,7204826624.0
145,Trinidad and Tobago,TTO,85319.0,739344127.0,2319990527.0,65212647.0,9843005755.0,29905229687.0,869938700.75,50362439519.0,67158737247.0,4117418907.5
146,Tunisia,TUN,174876.0,443586928872.0,3193524934528.0,30190278900.875,8846682677.75,55217229550.5,544733645.9882812,12346456882048.0,5062343814976.0,591137371955.0
147,Turkey,TUR,1482634.0,2718729223105.875,14293739680741.5,176940019366.73438,1630490692668.0,8307023638759.0,105659030247.78125,188438720756463.0,53911860863839.0,9164472139875.0
148,Turkmenistan,TKM,492171.0,261043778329.46875,856831655088.25,8878374892.40918,5121552471.125,25685159259.5,179278487.98046875,15850635692408.0,1951894630195.5,613623864520.25
149,Uganda,UGA,540006.0,153975024868.03125,12791050196.554688,20812355309.98828,53298929854.0,4232701843.375,6176639027.0,9248197199552.0,42773496719232.0,955442644996.0
150,Ukraine,UKR,867693.0,6163533388096.0,21067957597696.0,464502354732.0,3500659650192.0,12930418511872.0,259004095841.0,222198108078080.0,36695576395776.0,9019515049984.0
151,United Arab Emirates,ARE,70905.0,2913074175.0,50602135551.0,442854623.0,35077567.5,624363309.0,5249143.171875,177522291967.0,225516188415.0,6925878303.0
152,United Kingdom,GBR,665880.0,2183803153738.7812,29602339093909.957,48112508550.9173,224506854913.24023,3375082699875.735,5531232111.980559,187947498925726.0,30614940455183.914,6203905138804.492
153,United Republic of Tanzania,TZA,2494807.0,153377987677.85425,31358480777.544903,11946554690.31672,16429234464.222412,2762994282.0937147,1561131196.9942932,7511459152158.5,20355119001714.75,521945924957.53125
154,United States,USA,14603578.0,56271501478244.61,94893586215526.78,12555810638269.607,5148046120133.522,9252232954354.31,1049856638094.2927,3832559304401116.0,684509203114115.2,105240223384297.66
155,Uruguay,URY,532858.0,19315986339.91797,44714095423.538086,1767930206.4892578,226208713.5802098,799835121.1545773,22762813.435458004,677573082808.0,198843661715.625,19109439301.0625
156,Uzbekistan,UZB,193126.0,190121044414.08203,379001941807.44824,6500654600.207153,889518216.4550784,1775257689.6738286,30293576.772735603,9350474852792.0,1272238797828.789,382047665585.0
157,Venezuela,VEN,1457584.0,71158319120.1844,707584130272.5591,2568621554.063735,25318325978.771996,269723422965.72617,1020481862.4003241,2863969006704.836,1292162928464.6318,70849281717.93091
158,Viet Nam,VNM,710561.0,805488487823.0,478584831415.0,23656384857.0,489773442548.5,290759726193.0,14300268517.34375,73426609848791.0,26861663380391.0,1300314098629.75
159,Yemen,YEM,652019.0,59357851313.875,295650985705.75,4533926716.3515625,4819882985.272218,41096138475.14442,415996501.87940985,2332821326649.0,730023299641.0,129597784305.0
160,Zambia,ZMB,2838505.0,21201120.599121094,1293930.4866107702,2407259.624938965,360297601.04512024,3241084.6755351275,16097027.395534515,32817504836.0,3749701558.9804688,1513151740.5859375
161,Zimbabwe,ZWE,1145481.0,8663452141.515625,612417900.0117188,1255245299.3515625,41458790.23925811,12087933.61554721,6933467.8592072055,769017861563.25,81512987449.5398,25643174103.489258
