,name,iso3,GRIDCODE,X1_en,X1_va,X1_fo,X2_en,X2_va,X2_fo,X2+Y_en,X2+Y_va,X2+Y_fo
17,Bosnia and Herzegovina,BIH,16398.0,6803610624.0,50549231616.0,382861728.0,235607872.0,1820855936.0,13546980.0,975600484352.0,144148037632.0,27900798976.0
18,Botswana,BWA,1288474.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0,-32.0
19,Brazil,BRA,25916294.0,118078789008.48438,57172973055.88255,28962727065.398926,563122257300.4004,217474704520.02493,144117066761.03564,10653058994581.836,2933477221885.797,928544010628.356
20,Brunei Darussalam,BRN,92327.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
21,Bulgaria,BGR,120607.0,522205620224.0,562008494848.0,43263408448.0,385213497856.0,450187030528.0,31708588608.0,24353351663616.0,2933405442048.0,923881279488.0
22,Burkina Faso,BFA,251448.0,35074307932.25,4508497419.138184,5755103391.8046875,536693508.5,78373898.671875,88194391.6875,2440068134816.0,43096573068.375,152362181160.875
23,Burma,MMR,1597600.0,1306284794418.5,493468794694.28125,113573853970.4414,553908440070.75,215032668025.46875,47758688289.65625,75721539603323.0,2453604905918.0,3402653964505.625
24,Burundi,BDI,235472.0,98777153445.5,709895733444.5,20166201856.25,21198896654.0,57072359113.0,4046595578.0,3655792809024.0,36291176997632.0,575057036176.0
25,Cambodia,KHM,617192.0,850726614314.0,732397841252.0,26049000635.375,453583765652.09766,377219790794.0,14428735888.31128,81005745057094.0,13450833367345.914,1532194064926.3594
26,Cameroon,CMR,1553739.0,126229901288.0,87843721603.9375,9085422222.9375,79620878400.1875,65639217190.5625,4833066666.423828,4944996625642.0,2335044453567.0,265861684304.28125
27,Canada,CAN,4827914.0,5850636366621.375,4083422322345.217,444127301810.32043,2712979342424.231,1853724980735.4587,133600000978.69554,352460918904593.4,21638279405469.5,13427116442099.584
28,Central African Republic,CAF,1188484.0,5001795748.953125,626350526.3128662,327759143.7114258,348797007.7871094,6812529.282043457,17326233.75402832,133195559022.5,7821978035.965332,7031710588.0703125
29,Chad,TCD,1197650.0,14124474891.1875,2696544155.5908813,966641438.1367188,7045678823.578125,1415416759.2986755,499158958.98046875,691363203157.0,216579498508.89062,36047618861.0
30,Chile,CHL,4811234.0,5276162523.25,14220482410.25,283073426.828125,32080096608.052246,105526002093.14648,1895410768.9667664,583080946764.5002,363050253254.84375,25883245551.2647
31,China,CHN,15512118.0,67249733674956.08,303718053252946.9,4297430845953.3784,10089235653819.67,49402981537793.266,613449875797.4502,2745553648737920.5,4878888459266460.0,99409737188741.06
32,Colombia,COL,2885141.0,45745921280.642334,28723330380.848206,966955843.3035524,26820856503.629345,59522526856.310486,774515383.433749,1894519844142.375,495409879898.27344,45447891132.478516
33,Congo,COG,785879.0,-22.0,-22.0,-22.0,8301799.75,1010611.46484375,555491.296875,288081098.0,36080950.0,34242021.0
34,Costa Rica,CRI,316060.0,4935423208.0,12692736879.0,168162530.5,93935805321.59676,239784114512.0,3029672443.478379,1992253230601.9375,489417165990.6582,53206413432.21875
35,Cote d'Ivoire,CIV,1032489.0,783025659559.0,3628704473.3412476,2067097693.9648438,749092730880.0,4736704471.571406,2049951352.7983398,7983000823139.0,3937554046523.0,267230069729.5
36,Croatia,HRV,309025.0,759612396720.5,2538321980416.5,61789643716.40625,275032138847.0,924596236049.0,18762953253.9375,73461406732288.0,11621306768160.0,1832699036896.0
37,Cuba,CUB,563206.0,42494862121.5,324915759481.75,4404902860.035156,305529923751.5,2314850107884.5,31700645241.941406,5915124339089.0,17046947319955.0,438746413382.0
38,Cyprus,CYP,98989.0,1154609023.03125,25989696280.0,173996531.875,1197251912.515625,26739520801.28125,178942392.3232422,3325374830.46875,31585451969.125,563993875.1992188
39,Czech Republic,CZE,71547.0,499547406336.0,2786819702784.0,8508584832.0,132597862400.0,816517382144.0,2417822496.0,31311050833920.0,3628208488448.0,1015209492480.0
40,Democratic Republic of the Congo,COD,5175805.0,2067777163.6191406,17208668.998702027,81880845.24370253,3975430242.1367188,68011375.5447216,164853555.5666504,289180791068.25,58880847766.30786,18141414512.09375
41,Denmark,DNK,182518.0,377140622540.0,2708430259747.3516,3500791084.828125,124163412943.5,800919776792.6094,1237451031.953125,86240722526208.0,3684509152640.0,2515236970752.0
42,Djibouti,DJI,28304.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,Dominican Republic,DOM,230309.0,66579609148.0,119475317500.0,3462501691.0,107623035588.0,196556056768.0,5796972549.25,1774563863872.0,1363554837984.0,78980886354.0
44,Ecuador,ECU,1019440.0,2541450492.9375,1410180605.4085693,43745522.341674805,6582064742.25,1326740608.2167969,87376928.45019531,199699438987.625,38707359003.46875,6649420386.083984
45,Egypt,EGY,692350.0,3390857782340.75,28213678730149.5,322535098557.8125,272164208593.0,2201211451525.0,26130639410.0625,198087112514747.0,80370353613274.17,6956914404454.5625
46,El Salvador,SLV,27451.0,2509079040.0,2913978880.0,244293584.0,3223438336.0,3732120064.0,327143520.0,186594066432.0,29394860032.0,7818843648.0
47,Equatorial Guinea,GNQ,94170.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
48,Eritrea,ERI,239205.0,381739975.5,80766923.2890625,23315568.09375,605224748.3261719,137658567.82774353,40083218.306274414,64351950950.0,1462647601.4375,1099286557.625
49,Estonia,EST,67469.0,7419510944.0,38487308870.25,92235450.5859375,8154697504.875,34748899088.28906,90523853.85668945,1227616939448.0,89773733124.9375,39270405989.25
50,Ethiopia,ETH,3115310.0,32717508968.2334,6545822804.444244,5139534293.824219,933053461.9030437,75402828.74223232,116953288.50321841,3483146340121.4844,840733659065.0933,194630025811.3623
51,Finland,FIN,469781.0,36947163940.86743,734636919956.6536,920618655.3108826,53229962075.5,895363268495.4915,1161446086.0767212,18994033243520.0,1934333004822.0,521541596180.0
52,France,FRA,1325590.0,11166557419197.0,46861384815263.06,510503313034.4375,1609973308564.0,5358596961256.0,65496517716.0,679522007367168.0,102496826217216.0,21493203599712.0
53,French Guiana,GUF,61096.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
54,Gabon,GAB,681181.0,-19.0,-19.0,-19.0,1964243.0625,910194.375,80995.58203125,61425057.0,79199681.0,5925046.75
55,Gambia,GMB,110102.0,80588984568.0,5110683402.282227,7099155608.0,2049397024.0,122304688.75,176686331.5,2291732883584.0,20759855018.0,177988900832.0
56,Georgia,GEO,121805.0,59016746464.0,100976835104.0,2579808723.0,2411896812.0,4018645538.0,110322872.625,1759150623744.0,370376258048.0,65222343504.0
57,Germany,DEU,769939.0,3799403848214.0,12485141806816.0,49548728273.8125,1886849923520.0,3988857273728.0,22262561266.0,306815292153856.0,24849207040000.0,10088879523072.0
58,Ghana,GHA,733136.0,418858338080.9531,35282137806.40228,12037692847.15332,291197654012.5,19617636596.34375,2132355696.96875,15914190694077.0,5230196898173.0,878711251033.0
59,Gibraltar,GIB,19255.0,112619118592.0,227052290048.0,7494467072.0,9554039808.0,17441120256.0,644661632.0,2493125754880.0,2022679379968.0,100151517184.0
60,Greece,GRC,871814.0,1332820515270.6758,3584995104493.5547,79181891769.0861,484254865595.71875,1215981887035.0625,30955568631.54785,55673887970016.0,19269097437740.0,1880570720944.0
61,Guatemala,GTM,80909.0,3843606336.0,15355153920.0,992952208.0,31691304064.0,101136539008.0,8124413824.0,786050219520.0,302453450368.0,35234695488.0
62,Guinea,GIN,681576.0,93445740.5625,14305486.34765625,4800512.703125,80412533.34375,5644919.888191223,7321665.717285156,14362143061.0,753515638.625,537168404.875
63,Guinea-Bissau,GNB,140144.0,20872142.0,-1.1992679834365845,1942062.125,7574805.3798828125,279581.78125,255110.50939941406,1063345366.0,22627293.5625,50954040.875
64,Guyana,GUY,422180.0,7858.25,-9.0,155.9833984375,386866606.5,152696411.375,9498996.0078125,41961276471.0,662167071.5,638930185.0
65,Haiti,HTI,126896.0,739393085.28125,1059919838.625,65551713.3125,5197677188.5,7482802099.5,459420095.4375,87095597024.0,197690707584.0,7025082839.0
66,Honduras,HND,215666.0,7667523688.0,9997191344.0,608865060.5625,23488343305.5,44224703413.09766,1847131468.9804688,813181820808.0,165566085599.0,22939006948.1875
67,Hungary,HUN,259725.0,2411601276928.0,7177391661056.0,161243126272.0,939765098496.0,2788808065024.0,59716137728.0,158928370925568.0,21565946888192.0,4424917581824.0
68,India,IND,8474789.0,29341402590390.75,61291427702925.25,2465580020213.3594,13853981603513.25,21296169264744.695,1126476147865.8398,2330008030343045.0,223498185160344.25,97813468823211.75
69,Indonesia,IDN,10144781.0,3943017071409.0312,517417609028.1366,129512543404.0,8171920875398.375,533004758090.89594,89947607565.70557,366134606427375.0,42723985194989.41,5063757852835.48
70,Iran (Islamic Republic of),IRN,3068740.0,1947415508226.75,8655238581710.5,112155504147.22656,108195728872.625,479467205202.09375,5595551596.514648,65551169708205.0,10721286098447.0,2835144169328.625
71,Iraq,IRQ,811088.0,213406075464.0,887263359605.1094,13507561970.1875,9871040577.761654,46181094085.73557,789334128.1061952,7599265329973.0,1400212423974.4062,382927233861.90625
72,Ireland,IRL,249872.0,6504370555.741683,192319077738.5703,593905599.8856246,546955428.9900727,13271807515.171875,50016729.78697481,4116657713336.0,177597993107.71875,109677046721.40625
73,Isle of Man,IMN,12776.0,545032320.0,1231610752.0,6401001.5,78453856.0,384679008.0,1131135.375,47870771200.0,2090429440.0,1387702784.0
74,Israel,ISR,126215.0,112367513411.5,748323262892.0,7280360275.34375,6937801506.3125,46997430719.75,468209332.8652344,876637984907.0,1626870404082.0,92544737791.4375
75,Italy,ITA,1112679.0,5746914237114.75,34967575188209.062,422487976189.91406,1431702252266.75,8467886237025.0,100445466517.40625,231058642172144.0,135125236452224.0,7241184706038.0
76,Jamaica,JAM,103012.0,476720512.0,2716064512.0,22858414.0,16705879360.0,95159823616.0,797179206.0,81092801280.0,291760604160.0,7332147712.0
77,Japan,JPN,1574401.0,390474348405.9375,6617884945418.75,30522087196.96631,415543046361.3125,7008429228565.453,32180803471.691406,33098927362841.0,45800585303151.5,1509973672652.375
78,Jordan,JOR,106208.0,7553404549.0,42973107184.0,565381640.125,4538020857.609375,29694654173.796875,355694808.4953613,696033294104.0,142226891326.0,25139931897.4375
79,Kazakhstan,KAZ,2811822.0,316320144024.1179,1622299872849.4333,15630078480.986328,37164414176.586914,32304594691.07686,1805509307.1283112,34637190676076.5,2324191421992.9966,1093141345157.5586
80,Kenya,KEN,1818332.0,125400970125.24219,189029615546.30554,20048050391.13672,13152411849.486145,11423052645.480942,2709319814.632959,8936540762815.0,22048844847727.5,672191678574.375
81,"Korea, Democratic People's Republic of",PRK,257746.0,397870676288.0,1017013208448.0,33538961599.0,442646245632.0,1342158477312.0,37252939120.0,20920774168576.0,16975611510784.0,1057886140672.0
82,"Korea, Republic of",KOR,294426.0,371171690041.0,3280343716676.0,24586562912.25,349625480128.0,3011353056032.0,23140257490.0,21526307172352.0,20173268837888.0,1095877688192.0
83,Kuwait,KWT,22189.0,88786344.0,518789632.0,15143872.0,602641.375,3521308.5,102789.734375,971211776.0,4091228928.0,161010432.0
84,Kyrgyzstan,KGZ,410130.0,160226969440.40625,829037122620.3594,6508243076.5078125,2540872786.2421875,10720909250.136726,130786941.94799806,7784366095269.0,1339925684168.0,316094894537.25
85,Lao People's Democratic Republic,LAO,914285.0,339505014630.5,343032511489.0,9618151610.871094,335601123341.44885,326691909326.8481,9707988262.708305,21177116278310.5,2031550664792.2969,409477457542.3203
86,Latvia,LVA,153518.0,20901776180.5,384114057488.0,1126755186.5820312,24309742248.0,473354268096.0,999651525.875,3442936522752.0,997590176000.0,145414484656.0
87,Lebanon,LBN,60410.0,139923755328.0,625579756032.0,6845308760.0,2066973468.0,9630004448.0,98852405.5,3582528456192.0,1117914524672.0,176433809152.0
88,Lesotho,LSO,387441.0,19806264223.0,37668360885.0,2223517169.0,2068417266.5625,4366302003.3359375,231998435.5859375,1423721377279.0,175426374287.0,41118393583.0
89,Liberia,LBR,480459.0,22045349679.0,61721576.625,50194114.845703125,60798913198.5,256364699.66308594,146937059.98242188,368169684315.0,132813853699.0,9844786870.375
90,Libyan Arab Jamahiriya,LBY,437733.0,204666301591.875,1641239255326.0,11787024439.80664,18785606109.0,152665978810.0,1062518892.9375,2812369440762.0,1860678792730.0,233256691798.0
91,Lithuania,LTU,225441.0,298146131968.0,4190443151360.0,10557640340.0,111256116608.0,1639207899136.0,3739015520.0,30984716288000.0,5284383809536.0,1262568720384.0
92,Madagascar,MDG,2595845.0,2207236104.484375,2353806887.629883,113471635.92773438,1812527329.4111328,1909825921.070237,98310557.07556152,352079988628.5,1040630984962.2188,9311232290.5
93,Malawi,MWI,365019.0,9440726965.875,9896872684.957031,1309398444.8359375,8594821275.125,9528108116.695312,1283208258.2734375,953546296767.0,244182556101.0,76860353519.5
94,Malaysia,MYS,1589043.0,79321514654.0,1655874158.8125,227364780.0859375,249856056437.0,11319662171.75,1546512808.09375,6034569540242.0,86577444800.0,25988902557.625
95,Mali,MLI,1385293.0,46923434608.0,1346508513.741211,6272552551.25,4798286931.46875,51304021.64941025,764851197.5923767,4602122251573.0,84576430417.82422,241334030586.91992
96,Malta,MLT,19275.0,6360685568.0,5821784064.0,197128320.0,1362876288.0,1205589632.0,39836488.0,22465972224.0,159707922432.0,3851524608.0
97,Mauritania,MRT,795639.0,1966159124.6796875,51118060.732421875,352456432.12353516,1064530667.0,117833203.89746094,70506148.5390625,121171910960.0,2027008096.6875,9603801756.375
98,Mexico,MEX,5188927.0,1186300271330.3477,13432957565061.809,135949083684.51367,471427501923.2593,4740990632955.801,58905131755.35392,114766491886616.1,66213317006184.06,4171280893628.875
99,Mongolia,MNG,1352921.0,271.2751159667969,-18.357532858848572,-13.74290418624878,260.5126342773438,-18.41822123527527,-13.974101543426512,8684166073.103882,52412975.143286705,276457484.5771103
100,Montenegro,MNE,67399.0,46076562944.0,166883656192.0,3422774872.0,9323542784.0,34317392640.0,710874232.0,2496550273024.0,434451136512.0,73948381184.0
101,Morocco,MAR,573316.0,453957720328.40625,6069730404385.875,42219215326.83984,13927510249.75,178155807229.0,1293231253.375,15402390160766.0,5393498704398.0,817290754850.0
102,Mozambique,MOZ,3751245.0,20869577340.996094,7767484284.828609,1809994758.244995,15050880475.068604,10689758181.429295,1592514143.20401,1937960905628.8125,325860039741.1172,108933923082.07422
103,Namibia,NAM,1196084.0,-29.0,-29.0,-29.0,1647.6845703125,-19.54536724090576,7.018096923828125,1299249.625,2718.851318359375,66079.5625
104,Nepal,NPL,66309.0,1392133517.25,728351304.25,366311665.25,27801955.0,14820366.0,4722997.25,360515925568.0,24844385732.0,9324284968.0
105,Netherlands,NLD,53302.0,120532746496.0,3514800726016.0,7042317360.0,12545726880.0,389582469120.0,686299250.0,3521059799040.0,4064926621696.0,385675111424.0
106,New Zealand,NZL,1662617.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0
107,Nicaragua,NIC,439643.0,6870525530.9375,11779725476.164062,143530404.14453125,23268182022.0625,34877393503.986084,894526855.3242188,896801628995.0,134253999622.75,19843485132.28125
108,Niger,NER,651390.0,5920725065.875,94688331.546875,1255489793.546875,80643519.5,9110673.96875,22328785.75,407971376374.0,9075595415.328125,30831503466.0
109,Nigeria,NGA,2366570.0,1407258344494.875,1212764696123.625,92923265364.0166,529380026337.5,240007410881.5,28089863519.054688,61521614699325.0,27306428599827.25,3118613152049.0
110,Norway,NOR,219060.0,7211917423.313416,318699614701.09375,416281010.87939453,8619481896.35244,359295672697.395,472547140.38362443,3627334221565.0,759841960860.3765,102781051384.06934
111,Oman,OMN,317719.0,195296368.546875,1022398802.59375,10295052.696289062,3503930109.75,40279467838.0625,350446437.8203125,299247459520.0,222295652192.5,9385631551.71875
112,Pakistan,PAK,1070634.0,1556912319644.0,5752221069394.75,97346895248.96875,115335833260.90625,399319577857.8047,7240189349.708252,155851994268759.12,6360505481496.027,6045155582868.727
113,Panama,PAN,351130.0,7153538927.625,25906269381.0625,307038118.73046875,17596380764.0,64914908860.0,705013760.25,688419726460.0,262681020604.0,22279190564.0
114,Papua New Guinea,PNG,2335994.0,11057483158.125,3919298967.78125,134773413.6142578,92958034424.9375,32432088795.4375,1129672260.8115234,1077547052342.0,1315783072310.0,10884973999.757812
115,Paraguay,PRY,889714.0,1291514202.75,867660163.5976562,267508948.46875,10720975611.777054,7655916052.576616,2412928609.5193706,175092009024.75,84304314224.625,17869985743.9375
116,Peru,PER,2918790.0,5376703.296875,36720463.78125,494740.0002441406,1590821564.4819336,7109526511.934448,83224809.8571167,37920878193.0,38832268487.75,1809680346.9375
117,Philippines,PHL,1983580.0,378217040707.5,73676761545.3125,9118326843.8125,490030720426.0,101395388990.0,11870119898.5,17615851448858.0,2456729774810.0,281440104902.0
118,Poland,POL,514856.0,2070740144640.0,25226148052992.0,69261799872.0,719798467072.0,7807895683072.0,23037380912.0,147152199745536.0,28981584691200.0,6753893433344.0
119,Portugal,PRT,307495.0,773332493568.0,6620996665344.0,47603414048.0,131205873792.0,1256072847552.0,7869972330.0,24395942920192.0,20108001632256.0,977596171264.0
120,Puerto Rico,PRI,77022.0,156995045.5,1203433880.0,15231607.796875,424126408.0,3424004000.0,42334262.0,2703650552.0,15278118784.0,386517156.0
121,Republic of Moldova,MDA,61680.0,490356568064.0,1713161912320.0,39441979392.0,376120819712.0,1305338167296.0,29698593280.0,16282518028288.0,3975004356608.0,623845154816.0
122,Romania,ROU,655721.0,4960016269312.0,12152001771520.0,415645882416.0,1296523130688.0,2733783186944.0,104337400642.0,243622766346240.0,30672661426176.0,7066706851840.0
123,Russia,RUS,11626932.0,13278471035183.07,46077549269970.664,1007391242039.4949,1053587975251.2305,4712809547409.103,83291483780.00116,602334332585165.6,56107772435334.58,22914338901859.496
124,Rwanda,RWA,65941.0,53573924864.0,547613179904.0,11361978112.0,2795505408.0,21702035968.0,608277488.0,1830882377728.0,15992879054848.0,254755151872.0
125,Saudi Arabia,SAU,1379168.0,39336818614.8125,581982615113.75,3276064200.8339844,42883954587.5,690826858654.75,3632869080.984375,4731572387693.0,1500498763221.0,158946061604.0
126,Senegal,SEN,216240.0,101715653310.0,48323155718.1875,9290611630.0,10210470947.25,1806734486.4570312,864097485.9375,2938232391678.0,28741209150.0,244882426622.0
127,Serbia,SRB,33163.0,257235607552.0,813408894976.0,20246459904.0,24456496128.0,77763518464.0,1940408192.0,14999010410496.0,2264523997184.0,408803688448.0
128,Sierra Leone,SLE,117672.0,81210183.0,9683042.0,731926.625,887947659.0,102385722.5,8699137.984375,24490564095.0,4631944095.0,448864215.0
129,Slovakia,SVK,87603.0,172571298816.0,1477160288256.0,4349288800.0,61058158080.0,585969037312.0,1874551552.0,11557123653632.0,2008791023616.0,492078735360.0
130,Solomon Islands,SLB,34896.0,0.0,0.0,0.0,141823504.0,54982332.0,1834541.875,1352439808.0,2146820992.0,7805843.0
131,Somalia,SOM,951284.0,16275875661.0,25559632757.0,669232861.375,7327771458.6875,11536290886.0,303400239.58984375,294255154033.0,98357670577.0,6570345465.0
132,South Africa,ZAF,5019326.0,147412858103.5858,259305047636.14792,15271573684.59977,118147602073.03589,237717887469.0061,13094871465.170425,22482130680332.094,2852333797752.042,548663556467.75757
133,Spain,ESP,1072655.0,4833929665616.25,12297720738648.75,290799730976.6094,1036017677428.5,2701869814840.0,61140960271.609375,214284658594720.0,98528231720088.0,7381055810827.5
134,Sri Lanka,LKA,297090.0,60727632159.0,65153781935.0,2246563803.0,269235086847.0,270827720447.0,9206749727.0,5232452313087.0,1190417661951.0,111094143743.0
135,Sudan,SDN,3212537.0,298309528453.03125,84858363001.60736,20254363172.649414,31662633410.30542,9714254774.273285,2202750441.8147736,15052037018718.125,638393038810.982,377620633100.64453
136,Suriname,SUR,182913.0,-5.0,-5.0,-5.0,6018.2734375,3603.555419921875,476.236083984375,3362061.0,239597.0,57746.08984375
137,Swaziland,SWZ,168606.0,565252740.0,462542218.0,60809509.0,133034357.91796875,79173842.80175781,13286779.99243164,43344262144.0,7343625984.0,1091361728.0
138,Sweden,SWE,381428.0,112424667437.3125,1709307552263.5,2152373263.59375,23352825215.0,235245399163.21704,305491508.6918793,30185600765593.0,1566317935089.1719,945052913675.0781
139,Syrian Arab Republic,SYR,292366.0,691197070720.0,2964908333568.0,36989350104.0,105508249206.78125,615213307248.8906,5982573392.16333,27869196349440.0,7102739315712.0,1550393081856.0
140,Taiwan,TWN,167711.0,210175404832.0,2509321020928.0,15046259689.0,147046903936.0,1756644542464.0,10478640648.0,7465285787648.0,9143162384384.0,274983107200.0
141,Tajikistan,TJK,92324.0,43167480064.0,254775764992.0,1586365524.0,441033612.95312506,912424672.5000011,15281849.609375002,1978412163072.0,364416679936.0,83664556288.0
142,Thailand,THA,799795.0,1631013825212.0,1776380934140.0,54642053128.0,1063046004570.0,1110996106762.0,35412894780.28125,132652500627420.0,6029907678874.0,3310863143080.625
143,The former Yugoslav Republic of Macedonia,MKD,34245.0,82746884608.0,250987681792.0,5878216576.0,9851946752.0,29014786048.0,703941152.0,3313186373632.0,637462454272.0,123740112896.0
144,Timor-Leste,TLS,35587.0,48819476.0,1002925.375,8901575.0,396031136.0,9890663.0,71922432.0,79059746816.0,127264514048.0,3030250240.0
145,Trinidad and Tobago,TTO,85319.0,1643371.0,3919420.0,116983.25,3755293694.0,11823243262.0,338965406.0,18276646910.0,25589985278.0,1528249598.0
146,Tunisia,TUN,174876.0,393023643252.0,2833927646240.0,26804146506.8125,7485203939.625,46630467940.25,463890636.73535156,11009637617312.0,4379187090656.0,525350365141.0
147,Turkey,TUR,1482634.0,1908734446172.3125,10115184034109.5,124467087095.9961,1455709491089.0,7517917511373.0,94224071186.375,146518425846973.0,43071125115421.0,7102847148577.0
148,Turkmenistan,TKM,492171.0,201643612992.125,673015347649.375,6876041604.986328,2587772581.7331543,15251938339.05664,91166510.50857162,12102235847378.0,1496202104053.375,468933722768.9375
149,Uganda,UGA,540006.0,94104367927.0,8264171655.75,13106596541.5,38788888479.375,2666342130.1601562,4629745337.78125,6042789803286.0,29177433068064.0,624406491322.375
150,Ukraine,UKR,867693.0,5294740786144.0,17786633177600.0,399571634378.0,3615149851104.0,13235583645696.0,268359971904.0,201383744462848.0,34908940443648.0,8192666780672.0
151,United Arab Emirates,ARE,70905.0,2004814974.0,34897158142.0,305032830.0,-1.9999998317147174,-1.9999970682210915,-1.999999974388432,120412610558.0,153585319934.0,4713348094.0
152,United Kingdom,GBR,665880.0,2175866682278.25,29475253623099.754,47905862903.328735,232443361637.74023,3502167855933.842,5737877558.21054,187955431963550.0,30742026449543.164,6204112078761.242
153,United Republic of Tanzania,TZA,2494807.0,98397254506.5625,20058574239.242493,8571400857.425781,13799082267.487305,2850718186.4460144,1280363423.005249,5256185587590.5,15643005220124.5,385059541391.71875
154,United States,USA,14603578.0,50678704289889.26,82769816467826.61,11366519818273.598,8454093520353.389,17818591069999.23,1740203560325.901,3723582956720679.5,662125172937686.9,102177543703518.78
155,Uruguay,URY,532858.0,2613033424.1484375,7637635461.792969,233985834.07226562,38499378.88671875,141498723.86816406,3918740.2705078125,124837198642.0,32942912525.875,3122297618.0
156,Uzbekistan,UZB,193126.0,139775870462.0,278506832894.0,4791815614.0,491546245.3125004,978069539.7500008,16821334.25195314,6838936911870.0,931120287742.0,279696660478.0
157,Venezuela,VEN,1457584.0,12052845090.609375,114807185828.32834,409049322.36035156,13435174221.589197,152413933766.80865,521311438.4745891,759571233368.0,442230926828.84375,19382886169.265625
158,Viet Nam,VNM,710561.0,480430511358.375,286560271245.5625,13921050391.691406,326482584877.0,194301200381.0,9448286193.5,48097938063357.0,16879093377021.0,830949179645.0
159,Yemen,YEM,652019.0,49503600686.0,245410693645.0,3779764432.25,3483797206.859375,29470165647.203125,299940264.5024414,1894360095801.0,588236753491.0,105323530632.5
160,Zambia,ZMB,2838505.0,2236538.158935547,23807.746985912323,165953.01684570312,70039770.31243134,697406.8375047632,3291381.6071605682,8081522204.375,866263474.234375,404615173.234375
161,Zimbabwe,ZWE,1145481.0,3799815877.8183594,253844426.02001953,542146169.9047852,3682053.3154297974,342489.0915527527,631335.6263427944,337233858844.875,35778639038.78125,11108633565.132812
