,name,iso3,GRIDCODE,X1_en,X1_va,X1_fo,X2_en,X2_va,X2_fo,X2+Y_en,X2+Y_va,X2+Y_fo,Z_en,Z_va,Z_fo
94,Malaysia,MYS,1589043.0,1698796405256.25,92349230110.42578,10235091775.39746,9748803830280.0,153465113292.75,14707098023.78125,218753372981120.0,946934028215.0,305417567436.75,39771470303232.0,9732085722368.0,6611023694080.0
95,Mali,MLI,1385293.0,182346152018.53125,6363251000.95752,25303876047.47461,2700066162.9315195,54973958.57889859,308013698.88517106,16937294319721.0,612617585243.8594,853532414789.8125,25361730812928.0,6489331783936.0,4180583661056.0
96,Malta,MLT,19275.0,3584983808.0,3279548928.0,110389808.0,2485205760.0,2263129344.0,76127808.0,19115296768.0,125984399360.0,3059716608.0,423764099072.0,102737707008.0,72065392640.0
97,Mauritania,MRT,795639.0,21348376851.643555,1266388380.3914566,2007151866.9509277,987937193.7203282,772847287.1758624,63208178.6243266,1080164333537.0,23469514477.078125,51336155236.66406,6122612625408.0,1560226413568.0,1011563133184.0
98,Mexico,MEX,5188927.0,2642579653235.3213,22370225818492.016,294487171316.48413,308743674925.869,2635874128755.186,36999626241.79904,172023700057773.1,78595145687912.75,5887659871249.235,115032034797754.0,28398098957597.5,19229576418534.0
99,Mongolia,MNG,1352921.0,1336.6509399414062,-2.406388998031616,18.928400993347168,-8.749175071716149,-9.992946740239859,-9.973130105063316,13630332439.360413,77427502.19795519,430405193.87319374,2162618101440.0,529404483136.0,360343248304.0
100,Montenegro,MNE,67399.0,6946091400.0,24112135312.0,505960065.0,9103094144.0,34837743104.0,658984602.0,763066896384.0,153355248640.0,22396444416.0,911989129216.0,222701090816.0,153872455680.0
101,Morocco,MAR,573316.0,1571741472380.0,20963663543778.0,143429831109.25,60474983700.0,759556632576.0,5474124207.0,55362177639680.0,19132811500384.0,2758086928064.0,24831175297024.0,6104625333248.0,4144161988608.0
102,Mozambique,MOZ,3751245.0,191611379272.28906,69897166381.01663,13281219187.071777,92199194484.59375,42540412432.99591,6409721524.207031,12109299358530.75,2598715911805.5625,656514510538.5391,46489800910336.0,11857002988928.0,7688603928512.0
103,Namibia,NAM,1196084.0,2954017.475983143,16649.413691793918,63449.59626674245,71503.9880371094,395.2479289770128,1528.2016620635993,2117928070.125,45299363.9140625,94967538.61981201,851575748992.0,210099997184.0,141002243360.0
104,Nepal,NPL,66309.0,7935886592.0,4832851968.0,2021463816.0,153525892.0,106168750.0,17290232.5,1854076256256.0,113451068416.0,51210003456.0,5064521351168.0,1275099840512.0,847134883840.0
105,Netherlands,NLD,53302.0,111075175424.0,3233339346944.0,6505257752.0,12546974944.0,377173317632.0,711042892.0,3299725402112.0,3811612672000.0,361028938240.0,10381235519488.0,2526874787840.0,1760567316480.0
106,New Zealand,NZL,1662617.0,59264701265.125,371355091486.0469,3955711582.0390625,5962915086.667969,36988706560.90527,395364614.32543945,683280559527.123,342416272375.58777,27608667637.966705,4270658063488.0,1045893105576.0,724726667696.0
107,Nicaragua,NIC,439643.0,75173208106.71875,81549941130.58917,5871020315.171875,81867426799.0,103016922936.43066,5023385799.3828125,5356921190448.0,665199658453.0,216797360010.0,5614335180800.0,1404974038016.0,932549531904.0
108,Niger,NER,651390.0,64101558099.67969,5126877788.32373,17265675388.595703,3093302471.876953,198376269.1352539,1039396224.2197266,5599089829615.6875,59682928848.73047,550994626249.7812,20539915976704.0,5300850384896.0,3376955940864.0
109,Nigeria,NGA,2366570.0,8056394960112.0,5556426748592.0,450574927096.0,756010150840.0,441051671382.0,32868473200.25,236600449035264.0,101594592575488.0,13333904002048.0,252720674570240.0,63816058470400.0,41649054623744.0
110,Norway,NOR,219060.0,4884595139.9765625,214625904582.92712,280616121.47127837,9877880157.521845,418646187767.3125,549812443.6845703,3360393653309.339,792608269954.611,95270815898.86151,5480817378560.0,1336013217568.0,928106456448.0
111,Oman,OMN,317719.0,8583418070.0625,106764598525.25,920322614.1796875,1810414517.125,20956010588.5,182666744.390625,829110826708.0,582437626689.0,25819241571.125,4430369862592.0,1060259238952.0,716431460096.0
112,Pakistan,PAK,1070634.0,2164194300886.9062,7853851791574.914,136055652975.63712,82692721934.89746,272707086592.93945,5125353020.356293,203534004789991.5,8435073422332.969,7953926740083.758,134645374164992.0,33547828456448.0,22221383684096.0
113,Panama,PAN,351130.0,49583603159.125,181156628882.0,2027302330.4765625,29297241554.330162,110732680457.4585,1165892407.9570713,2210135609194.25,730312681550.0625,73769797562.25781,3369195741920.0,828870662376.0,563039209904.0
114,Papua New Guinea,PNG,2335994.0,33517876870.0,11543990652.4375,416420758.2109375,284106235365.5,98401675140.625,3468261630.8808594,3278573222389.0,3950088155801.0,33464926794.429688,7828230332559.0,1945423477883.0,1289804217747.0
115,Paraguay,PRY,889714.0,190156250383.0533,154119196847.0955,43771123053.36903,36788082339.75,26332592695.15625,8139378777.5625,2742815266679.242,1284824646125.0298,282254956377.12427,4092092137216.0,1016933075968.0,682913786112.0
116,Peru,PER,2918790.0,23062769244.66211,122193672980.6517,1821266820.1987305,20967772881.11595,125414521318.66841,1465219072.832798,1860620543151.8477,1531002378444.6953,96868057667.20782,21516916993456.0,5306992918352.0,3592989458648.0
117,Philippines,PHL,1983580.0,4043513738399.5,884075212135.0,98140456944.03125,5520149745510.0,1273569674086.0,134078793119.75,118912134858814.0,25720490275614.0,2163654640411.0,117779624540160.0,29203956893184.0,19530917732352.0
118,Poland,POL,514856.0,1874839468032.0,22976852623360.0,62817101568.0,911270246400.0,10010873888768.0,29705255392.0,148150927228928.0,31165740285952.0,6794628067328.0,26786984902656.0,6480399867904.0,4555622502400.0
119,Portugal,PRT,307495.0,259016544452.0,2088029122776.0,16150764263.125,191526006548.0,1810969581872.0,11728046208.25,11622219570176.0,11171525313792.0,472272171136.0,11254403891200.0,2738883225600.0,1926701876224.0
120,Puerto Rico,PRI,77022.0,1213244576.0,9621009856.0,119759027.0,655633696.0,5180664800.0,64627818.5,7945760064.0,43493839872.0,1161802488.0,2376206811136.0,581247803392.0,404174286848.0
121,Republic of Moldova,MDA,61680.0,565508136960.0,1993488924672.0,45343108096.0,367204909056.0,1255096369152.0,28973026560.0,17597810081792.0,4138907271168.0,671087542272.0,1972181139456.0,478735151104.0,335797219328.0
122,Romania,ROU,655721.0,3208068578944.0,7834043565824.0,267441906192.0,2232694664800.0,4931326179328.0,183660309386.0,206237488300032.0,28370310844416.0,6079514099712.0,19418047508480.0,4710081248256.0,3309070770688.0
123,Russia,RUS,11626932.0,13343784137418.564,44958140479769.44,1014463703593.6477,1813809881705.841,8383337854812.612,128701298711.99109,664143849976255.1,63109951140463.81,25135553384267.445,114319057362666.0,27646083189842.0,19490489592277.5
124,Rwanda,RWA,65941.0,158403764224.0,1417890201600.0,33229421568.0,5731714048.0,31826261504.0,1087882520.0,5557797781504.0,46835265699840.0,771873931264.0,13087188451328.0,3303656128512.0,2166031056896.0
125,Saudi Arabia,SAU,1379168.0,149695667420.625,2269670064152.0,12490856407.09375,14026273187.012207,180639391690.4922,1173023217.2857056,9415739878179.0,1776044577147.0,310283068176.375,26325906659328.0,6452238576128.0,4297148763392.0
126,Senegal,SEN,216240.0,246904757060.0,155475149172.28125,22219509797.0,12469032899.0,1178855215.6875,1194881097.1875,6409556660608.0,74208001745.0,547123305888.0,6747262533632.0,1710633216000.0,1114040154112.0
127,Serbia,SRB,33163.0,104534007808.0,324828831744.0,8253107456.0,68439988224.0,221215498240.0,5412504320.0,9320332525568.0,1570412232704.0,256552435712.0,1755701313536.0,426829053952.0,298431332352.0
128,Sierra Leone,SLE,117672.0,66827751680.0,9400007680.0,760256688.0,30099174912.0,4128317952.0,251957159.0,2170753507328.0,529899638784.0,40401882880.0,4144677715968.0,1045154316288.0,687815311360.0
129,Slovakia,SVK,87603.0,58275643008.0,443649124352.0,1338931600.0,102150601728.0,944950337536.0,2884052576.0,7942892290048.0,1901976403968.0,334984339456.0,4413893836800.0,1068125732864.0,748406374400.0
130,Solomon Islands,SLB,34896.0,0.0,0.0,0.0,223646016.0,85026368.0,2789751.5,2229218304.0,3120518144.0,11727634.0,99073097728.0,24671537152.0,16360052736.0
131,Somalia,SOM,951284.0,111673435715.02344,175889903599.5166,4603117766.057587,267169943.27343786,411317158.03125054,11062360.706909195,1363725563522.625,412674037676.96875,29990356226.453125,5599429326080.0,1431420205504.0,920666889264.0
132,South Africa,ZAF,5019326.0,565211824049.797,1333339753535.2058,59021355876.81273,16206677334.89246,43808398574.811386,1759879619.234774,43664101565187.42,5889858858192.612,1021782382644.579,45830914931304.0,11240738664976.0,7649419107164.0
