,1850,1900,1910,1945,1980,cur,ssp1,ssp3,ssp5
0,380628271430728.6,490064729372282.6,515270432228766.75,593473671632386.0,648656300859733.5,669841254427936.0,648544285844711.4,681006137742685.2,702051985616156.6
