,iso3,long,lat,cur,SSP1,SSP3,SSP5
0,FIN8845.0,65.5,25.5,3714.339240614379,4516.911005153424,3660.4310981043927,5117.431923472549
1,FIN9204.0,64.5,24.5,2.059995187075524,2.33961658657076,1.8219423904492005,2.8152817132669163
2,FIN9205.0,64.5,25.5,0.10353046985541477,0.11764063868810663,0.088917611691656,0.14155056647257327
3,FIN9206.0,64.5,26.5,0.45000878308522607,0.5354413102649598,0.4038158931064057,0.6668995154931635
4,FIN9207.0,64.5,27.5,2368.419331323311,2613.916206169755,2047.780154366226,3034.5863492969
5,FIN9208.0,64.5,28.5,1296.4647213833425,1398.9222978283774,1089.4403193088963,1645.8291919290393
6,FIN9561.0,63.5,21.5,2.5839290222376903,3.1005587858737496,2.4515597779519864,3.8708140264129796
7,FIN9562.0,63.5,22.5,0.22334305266137316,0.27333735561710776,0.211834454056912,0.3404440766703434
8,FIN9563.0,63.5,23.5,0.2250289842041601,0.26582094342501994,0.20191984817227904,0.33958118031697987
9,FIN9564.0,63.5,24.5,0.17301248403020622,0.1948487113611493,0.14817666046208702,0.24219998580162796
10,FIN9565.0,63.5,25.5,0.14138438381830573,0.15266773360847333,0.11815277762381299,0.18984105908191232
11,FIN9566.0,63.5,26.5,0.38753292363976427,0.43568045316521137,0.33723494648201696,0.5390593545975678
12,FIN9567.0,63.5,27.5,1.3897981721925436,1.5811164983733283,1.259195320318815,1.8351861918773875
13,FIN9568.0,63.5,28.5,18.710469035438532,19.569860159940465,15.155482231769444,22.770434233282483
14,FIN9569.0,63.5,29.5,16.806486413754048,19.406177404571913,15.047699470862929,23.42591556150383
15,FIN9570.0,63.5,30.5,420.21394557860765,450.5109267403892,345.67638669800084,528.0213849730228
16,FIN9921.0,62.5,21.5,30.802049345693835,18.26168510612861,25.473135339506943,19.679960348099847
17,FIN9922.0,62.5,22.5,35.67204252284856,50.38652100750621,38.873087229598006,59.31219203758989
18,FIN9923.0,62.5,23.5,0.16467424861699004,0.18380046408697334,0.13955750681609208,0.22836702364983943
19,FIN9924.0,62.5,24.5,0.07374440274926046,0.08650974554213683,0.06607659133145292,0.10893867468853716
20,FIN9925.0,62.5,25.5,0.7914435902748369,0.8798662985470205,0.6842049158910126,1.0997079347398073
21,FIN9926.0,62.5,26.5,101.02984214156113,107.92631264552456,83.31634133065864,126.04288188356165
22,FIN9927.0,62.5,27.5,126.46225405787897,145.04392516279998,117.55469653677235,164.34466819403497
23,FIN9928.0,62.5,28.5,94.22504506577685,99.05923714074414,77.57139976680782,114.83093347886707
24,FIN9929.0,62.5,29.5,114.84974747363593,126.27115192534077,100.3968832339573,144.93819581304052
25,FIN9930.0,62.5,30.5,172.91162776608513,180.30186796166345,142.70347399906376,207.3605351751769
26,FIN9931.0,62.5,31.5,0.8929020572003317,0.9881192037075527,0.7813735881473094,1.188301607135192
27,FIN10281.0,61.5,21.5,8.306538347744727,7.5594437264261956,7.030181828885129,8.727256109158041
28,FIN10282.0,61.5,22.5,296.4154357339974,180.27956132810726,246.45941781527105,198.8326257612145
29,FIN10283.0,61.5,23.5,48425.08189442204,28328.727717906757,40124.50724255148,30840.578439275283
30,FIN10284.0,61.5,24.5,45506.170930894164,26750.963471577754,37199.294517782204,29156.163828237608
31,FIN10285.0,61.5,25.5,1.8529247545526,4.596817508311425,5.062124276790876,4.694066749991454
32,FIN10286.0,61.5,26.5,6659.624357190469,3824.40323658453,5584.80131181595,4262.0838325563755
33,FIN10287.0,61.5,27.5,445.69499957974165,264.38151034929706,372.08136611171426,289.7048019274215
34,FIN10288.0,61.5,28.5,137.02647860951916,81.40133146627618,114.19420279441017,89.35466988316583
35,FIN10289.0,61.5,29.5,21137.62679510805,12954.810111281991,18034.525185969953,14232.541197770726
36,FIN10290.0,61.5,30.5,10585.89647564576,6364.854677296366,8906.863112028488,7006.866974297583
37,FIN10641.0,60.5,21.5,4.136312816255491,2.4472172683632643,3.479743735376264,2.718791836533052
38,FIN10642.0,60.5,22.5,31.4024975549561,18.83619338137681,25.987850941836623,20.5061685864394
39,FIN10643.0,60.5,23.5,451.29829061479495,279.34932534913116,353.46423669049744,290.82774006304254
40,FIN10644.0,60.5,24.5,5.724216127235443,3.5279888134489767,4.534312880627266,3.71543774801371
41,FIN10645.0,60.5,25.5,338.55396754775467,357.1497103144554,333.04954501838097,374.7022920466365
42,FIN10646.0,60.5,26.5,21977390328.131516,27051234164.404152,23071950163.170662,32754824565.406624
43,FIN10647.0,60.5,27.5,185.92060136663173,263.6958949371134,194.1937020989067,359.466997553133
44,FIN10648.0,60.5,28.5,723.218585311174,966.6361926289184,746.1197755177072,1151.3139995364033
45,FIN11003.0,59.5,23.5,48.60260971280448,65.22272568469909,50.38275283389751,77.61305138257038
46,FIN11004.0,59.5,24.5,14.506538234521976,20.312225285837993,15.880080418152692,23.737493341209152
47,RUS9582.0,63.5,42.5,0.2928379788973249,0.35315855503575444,0.27192986380679895,0.4128829425569213
48,RUS9932.0,62.5,32.5,0.1605515078320435,0.19346972581185895,0.15009750343481457,0.23906694171489812
49,RUS9933.0,62.5,33.5,0.6139262316521609,0.7476133875959073,0.6029399007754821,0.9037358858641031
50,RUS9935.0,62.5,35.5,1.7119403575131449,1.999687283775783,1.5733804408973207,2.3691540604092793
51,RUS9936.0,62.5,36.5,1.690920089468939,2.063923139367334,1.665066228492923,2.4328176045115035
52,RUS9938.0,62.5,38.5,4.6898342142706815,5.231260850630144,4.149155680975009,6.391382809316144
53,RUS9939.0,62.5,39.5,136.9470136531883,147.46576766558886,114.96431972538944,171.11071584731835
54,RUS9940.0,62.5,40.5,1.819661838988982,1.8818256765243646,1.688198324524848,2.1758299923742563
55,RUS9941.0,62.5,41.5,18.817688304930865,12.099007263130499,15.727540873620672,13.35228961325144
56,RUS9942.0,62.5,42.5,5.027292834473818,5.17837369340867,6.451732599198037,5.420754439548152
57,RUS9943.0,62.5,43.5,145.6094137537406,917.0244807563433,953.9892057341689,925.1074824352385
58,RUS9944.0,62.5,44.5,2.143986056556712,3.518018520360152,4.028169997798344,3.620876995215564
59,RUS9945.0,62.5,45.5,4.114174439049477,2.5036962720551577,3.459868826989115,2.7171491891206685
60,RUS9950.0,62.5,50.5,4.721113023333421,3.0653273704754365,3.9815304423428577,3.3130082969924524
61,RUS10291.0,61.5,31.5,1565.0070194937496,3005.2816537590793,3354.1040506760255,3085.358730098239
62,RUS10292.0,61.5,32.5,10.566108180787488,11.624377722118169,13.852189175898241,12.165586232220571
63,RUS10293.0,61.5,33.5,6440.3699827833825,3893.179675159521,5261.900074215767,4222.733873129997
64,RUS10294.0,61.5,34.5,7.291375197560413,4.3457600023825975,6.026228697986825,4.748151776303054
65,RUS10295.0,61.5,35.5,5.862611531059381,3.509738745064162,4.913115438961921,3.7867965286090985
66,RUS10296.0,61.5,36.5,145.53394604856865,88.75983478268249,123.11591035008662,94.84150994177145
67,RUS10297.0,61.5,37.5,185.64259462966135,113.76826537425565,157.88223003423494,120.93597590382691
