,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5,long,lat
4302,6.07,4.69,4.34,3.66,2.31,2.32,2.0,1.63,1.73,30.5,70.5
4303,6.15,5.77,5.74,5.31,3.73,3.78,3.91,3.56,3.7,30.5,71.5
4304,2.59,1.26,1.12,0.77,0.63,0.62,0.57,0.53,0.55,30.5,72.5
4305,7.2,3.96,3.26,1.53,0.9,0.89,0.74,0.44,0.66,30.5,73.5
4306,32.04,29.1,29.02,14.58,1.18,1.08,0.97,0.15,0.7,30.5,74.5
4307,55.49,50.97,50.62,25.76,0.24,0.18,0.17,0.0,0.03,30.5,75.5
4308,25.24,23.51,23.42,14.97,2.76,2.62,2.2,0.02,0.76,30.5,76.5
4309,27.54,26.2,26.26,20.78,13.49,13.5,12.48,0.09,4.27,30.5,77.5
4310,100.0,100.0,100.0,99.26,91.58,92.25,90.33,0.72,27.67,30.5,78.5
4311,100.0,100.0,100.0,100.0,98.7,98.7,94.95,0.94,34.54,30.5,79.5
4312,0.0,0.0,0.0,100.0,100.0,100.0,94.68,2.21,41.54,30.5,80.5
4313,0.0,0.0,0.0,0.0,99.82,97.27,95.4,53.05,72.6,30.5,81.5
4314,0.0,0.0,0.0,0.0,100.0,100.0,100.0,94.97,98.26,30.5,82.5
4315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,88.5
4316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,90.5
4317,0.0,0.0,0.0,99.97,99.93,70.81,99.93,0.0,59.38,30.5,91.5
4318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.5,92.5
4319,0.0,0.0,0.0,0.0,0.0,99.92,0.0,0.0,70.07,30.5,94.5
4320,0.0,0.0,0.0,0.0,0.0,57.7,0.0,0.0,64.39,30.5,95.5
4321,0.0,0.0,0.0,0.0,0.0,49.45,0.0,0.0,55.29,30.5,96.5
4322,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,11.55,30.5,97.5
4323,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,4.55,30.5,98.5
4324,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.27,30.5,99.5
4325,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,10.72,30.5,100.5
4326,0.0,100.0,100.0,76.12,18.46,24.44,18.48,0.0,30.78,30.5,101.5
4327,93.73,93.25,93.24,89.53,11.17,3.17,14.78,19.12,4.29,30.5,102.5
4328,39.91,40.47,40.13,40.35,30.29,20.29,30.4,30.12,21.22,30.5,103.5
4329,23.28,23.52,22.01,19.95,7.39,4.7,7.24,7.74,4.37,30.5,104.5
4330,16.17,15.65,15.46,13.62,3.22,2.62,3.19,3.71,2.13,30.5,105.5
4331,18.54,18.56,16.87,14.8,8.35,4.94,8.3,9.17,4.5,30.5,106.5
4332,54.18,53.04,52.39,48.92,16.46,6.81,17.42,21.43,6.5,30.5,107.5
4333,34.59,35.7,31.77,29.9,8.44,4.73,8.48,8.59,4.51,30.5,108.5
4334,3.06,5.31,1.77,0.93,0.88,1.18,0.88,0.86,1.02,30.5,109.5
4335,45.06,36.11,27.18,18.94,0.73,0.64,0.66,0.0,0.99,30.5,110.5
4336,21.71,20.77,20.09,17.7,7.22,3.42,7.39,8.56,2.99,30.5,111.5
4337,25.38,24.26,22.96,18.38,5.0,2.78,4.99,5.59,2.37,30.5,112.5
4338,32.33,31.34,30.82,27.63,25.99,19.42,25.52,28.37,16.22,30.5,113.5
4339,46.04,45.6,45.44,43.4,38.4,34.72,37.77,39.34,30.37,30.5,114.5
4340,11.3,11.3,9.51,7.98,6.49,5.31,6.4,7.02,4.61,30.5,115.5
4341,34.95,34.54,29.99,23.7,14.48,10.15,14.32,15.52,9.45,30.5,116.5
4342,61.5,60.99,60.81,58.66,39.45,29.94,39.74,42.33,30.6,30.5,117.5
4343,90.59,88.92,88.27,85.86,75.51,67.45,75.65,80.69,61.83,30.5,118.5
4344,46.67,46.44,45.08,42.74,17.37,11.2,18.16,16.44,14.86,30.5,119.5
4345,32.6,31.9,31.05,27.81,19.91,11.4,20.04,22.48,10.84,30.5,120.5
4346,47.0,46.28,45.82,43.23,25.56,10.33,25.76,29.68,11.48,30.5,121.5
4347,99.37,98.2,98.2,95.07,95.07,93.54,100.0,100.0,98.42,30.5,122.5
4348,34.75,24.6,22.46,20.26,38.26,85.17,85.66,85.66,85.66,30.5,130.5
4349,31.56,33.59,32.8,24.53,76.66,96.25,96.55,96.55,96.55,30.5,131.5
4350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,-112.5
4351,100.0,100.0,100.0,99.93,95.84,95.82,95.79,95.79,95.81,29.5,-111.5
4352,100.0,91.71,85.0,63.68,30.85,30.16,31.15,29.96,29.94,29.5,-110.5
4353,0.0,97.2,96.73,47.63,44.28,43.88,43.1,43.1,43.49,29.5,-109.5
4354,97.49,86.13,83.79,66.14,7.98,1.95,14.65,2.15,2.85,29.5,-108.5
4355,83.49,50.99,34.54,8.44,2.66,2.04,3.16,2.05,2.18,29.5,-107.5
4356,67.08,35.31,19.73,1.14,0.78,0.76,0.83,0.76,0.76,29.5,-106.5
4357,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.5,-105.5
4358,100.0,100.0,100.0,94.79,87.09,83.63,86.43,83.14,83.85,29.5,-104.5
4359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,-103.5
4360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,-102.5
4361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,-101.5
4362,0.0,75.89,41.02,6.56,6.6,7.3,7.05,6.51,6.97,29.5,-100.5
4363,100.0,30.91,14.79,0.91,0.75,1.24,2.84,0.82,0.87,29.5,-99.5
4364,100.0,13.49,5.52,1.44,1.09,1.43,1.62,0.63,0.68,29.5,-98.5
4365,0.0,2.43,1.39,0.64,0.36,0.59,0.19,0.2,0.09,29.5,-97.5
4366,85.52,4.17,2.97,2.25,2.23,2.26,2.31,2.2,2.13,29.5,-96.5
4367,100.0,15.76,12.64,3.32,3.24,2.46,2.0,1.76,1.73,29.5,-95.5
4368,99.42,7.24,4.03,2.74,2.71,2.59,2.44,2.46,2.36,29.5,-94.5
4369,78.74,36.15,30.79,7.67,9.37,9.66,16.26,5.94,8.41,29.5,-92.5
4370,100.0,65.66,65.61,60.57,60.99,52.23,52.01,49.14,49.72,29.5,-91.5
4371,100.0,97.24,94.66,92.38,92.01,81.65,85.27,81.63,81.69,29.5,-90.5
4372,0.0,100.0,100.0,99.1,98.28,93.45,97.29,85.67,93.39,29.5,-89.5
4373,0.0,53.68,52.65,32.21,38.56,44.61,52.53,26.97,38.1,29.5,-83.5
4374,0.0,36.94,24.35,3.06,3.01,3.25,6.03,2.1,2.63,29.5,-82.5
4375,0.0,98.48,96.68,50.86,51.17,49.68,74.32,56.26,70.58,29.5,-81.5
4376,0.0,100.0,100.0,100.0,100.0,100.0,93.96,90.24,91.14,29.5,-80.5
4377,100.0,100.0,100.0,100.0,99.97,92.84,0.0,0.0,49.34,29.5,15.5
4378,20.02,13.77,12.29,8.19,3.35,2.09,1.88,1.81,1.83,29.5,30.5
4379,12.84,12.31,12.0,10.42,7.7,2.8,0.0,0.03,1.01,29.5,31.5
4380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,34.5
4381,0.0,100.0,100.0,100.0,100.0,100.0,1.86,1.31,47.83,29.5,35.5
4382,0.0,100.0,100.0,100.0,100.0,100.0,6.12,6.12,73.68,29.5,36.5
4383,58.51,60.98,61.62,38.97,11.25,0.78,0.17,0.16,1.5,29.5,38.5
4384,100.0,100.0,100.0,100.0,49.5,33.06,3.53,3.32,17.6,29.5,39.5
4385,0.0,0.0,0.0,0.0,100.0,95.08,3.05,3.05,8.62,29.5,40.5
4386,39.47,13.88,13.88,10.71,3.28,2.73,3.77,4.08,0.65,29.5,47.5
4387,0.0,0.0,0.0,0.0,46.81,46.81,11.34,11.19,18.0,29.5,48.5
4388,0.0,0.0,0.0,0.79,2.03,2.03,2.19,2.23,1.02,29.5,50.5
4389,11.84,2.51,2.49,2.13,1.71,1.71,1.28,1.27,1.62,29.5,51.5
4390,7.06,2.4,2.4,2.73,2.95,2.94,2.5,2.51,2.57,29.5,52.5
4391,46.06,3.24,2.45,3.33,4.11,4.11,2.97,2.97,2.93,29.5,53.5
4392,76.1,60.94,59.17,52.45,9.46,4.27,2.62,2.61,2.34,29.5,54.5
4393,100.0,99.35,99.36,32.85,0.08,0.08,0.02,0.02,0.04,29.5,55.5
4394,100.0,98.1,91.85,41.04,7.96,5.79,2.67,2.54,3.7,29.5,56.5
4395,100.0,100.0,100.0,85.33,7.79,0.0,0.0,0.0,0.0,29.5,57.5
4396,0.0,100.0,100.0,62.15,19.71,0.0,0.0,0.0,3.01,29.5,58.5
4397,0.0,100.0,100.0,99.94,94.09,94.09,16.61,9.87,11.28,29.5,64.5
4398,0.0,0.0,0.0,100.0,100.0,100.0,62.04,54.41,58.1,29.5,65.5
4399,100.0,100.0,100.0,95.19,74.52,75.19,70.53,51.97,54.42,29.5,66.5
4400,87.66,70.27,55.71,18.53,7.88,5.44,12.09,3.36,7.08,29.5,67.5
4401,100.0,88.43,79.92,43.88,12.29,9.35,17.9,0.95,5.91,29.5,68.5
4402,0.0,100.0,100.0,76.52,18.49,10.78,48.63,2.9,12.05,29.5,69.5
4403,7.15,4.13,3.46,2.37,1.78,1.77,1.7,1.47,1.53,29.5,70.5
4404,13.14,6.53,5.31,3.39,1.36,1.36,1.95,1.25,1.28,29.5,71.5
4405,11.51,6.65,5.63,3.78,1.42,1.42,1.5,0.77,1.66,29.5,72.5
4406,26.16,25.84,25.71,26.47,23.14,23.12,22.5,0.39,11.23,29.5,73.5
4407,25.65,24.65,24.65,19.92,13.11,13.15,13.2,0.08,3.08,29.5,74.5
4408,41.84,38.14,38.14,21.2,5.51,5.51,5.62,0.01,0.21,29.5,75.5
4409,43.72,39.41,39.41,18.89,0.86,0.73,0.75,0.01,0.21,29.5,76.5
4410,26.22,24.29,24.29,14.15,1.92,1.88,1.72,0.01,0.41,29.5,77.5
4411,22.53,21.73,21.73,17.18,8.47,8.37,7.5,0.06,2.3,29.5,78.5
4412,34.3,33.08,33.08,28.24,27.15,27.12,25.1,0.21,9.66,29.5,79.5
4413,30.82,32.28,32.07,27.52,40.22,39.51,37.67,1.27,15.62,29.5,80.5
4414,96.61,74.16,64.59,13.05,7.08,6.47,6.79,4.31,5.46,29.5,81.5
4415,0.0,0.0,0.0,42.68,22.31,19.01,22.45,10.84,23.47,29.5,82.5
4416,0.0,0.0,0.0,0.0,100.0,100.0,99.98,99.91,99.95,29.5,83.5
4417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.5,87.5
4418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93,29.5,88.5
4419,0.0,0.0,0.0,0.0,0.0,23.25,0.0,0.0,36.34,29.5,89.5
4420,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.04,29.5,90.5
4421,0.0,2.82,2.82,5.77,5.77,10.48,5.77,2.82,15.02,29.5,91.5
4422,0.0,0.0,0.0,0.0,0.0,34.73,0.0,0.0,42.02,29.5,92.5
4423,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,97.21,29.5,93.5
4424,0.0,0.0,0.0,100.0,100.0,99.14,98.45,8.81,81.65,29.5,94.5
4425,0.0,0.0,0.0,100.0,100.0,95.55,95.39,7.55,32.58,29.5,95.5
4426,0.0,0.0,0.0,0.0,100.0,100.0,100.0,2.89,85.56,29.5,96.5
4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,29.5,97.5
4428,0.0,0.0,0.0,58.1,0.0,0.0,0.0,0.0,0.58,29.5,98.5
4429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,29.5,99.5
4430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.19,29.5,100.5
4431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,29.5,101.5
4432,45.18,44.15,22.41,13.74,3.62,4.93,3.65,1.18,6.75,29.5,102.5
4433,78.37,77.91,77.16,75.15,65.73,39.55,65.58,67.21,46.83,29.5,103.5
4434,32.25,31.73,31.71,30.43,26.7,17.38,26.6,28.04,18.35,29.5,104.5
4435,35.95,34.38,34.33,30.76,28.24,21.69,27.88,31.18,19.71,29.5,105.5
4436,58.89,57.33,56.81,52.8,47.25,40.6,46.41,49.16,37.64,29.5,106.5
4437,70.26,68.44,67.94,63.93,57.56,41.12,57.75,62.19,39.69,29.5,107.5
4438,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,29.5,108.5
4439,1.37,1.34,0.44,0.36,0.11,0.29,0.11,0.03,0.53,29.5,109.5
4440,26.64,30.43,30.09,31.24,14.77,11.47,14.77,19.17,11.07,29.5,110.5
4441,37.08,36.6,34.78,30.77,22.48,16.84,22.35,24.19,14.86,29.5,111.5
4442,47.62,46.08,44.18,38.77,32.57,23.05,32.43,36.55,18.68,29.5,112.5
4443,49.93,49.5,47.46,44.08,34.9,28.59,34.54,36.66,27.21,29.5,113.5
4444,80.09,79.57,74.74,68.73,27.55,11.97,28.51,31.11,12.89,29.5,114.5
4445,36.79,37.85,35.36,32.96,19.64,19.01,19.61,17.92,19.77,29.5,115.5
4446,51.81,51.44,48.25,44.1,27.19,22.97,27.01,27.8,22.54,29.5,116.5
4447,98.96,98.3,98.19,96.58,37.85,34.02,38.23,40.15,36.34,29.5,117.5
4448,99.43,98.76,98.76,97.91,48.29,12.7,54.57,61.97,21.03,29.5,118.5
4449,83.63,81.79,81.78,77.16,49.7,40.22,49.36,52.0,37.43,29.5,119.5
4450,89.27,89.84,88.44,86.94,72.72,41.82,72.35,75.96,45.53,29.5,120.5
4451,82.22,81.85,80.53,77.31,57.21,24.02,59.33,63.17,32.8,29.5,121.5
4452,100.0,83.51,82.5,78.42,57.14,35.41,65.21,79.1,42.62,29.5,122.5
4453,88.46,85.16,82.81,79.21,65.26,65.03,65.03,64.8,64.84,28.5,-111.5
4454,0.0,100.0,99.99,99.91,69.48,30.99,86.75,31.81,43.7,28.5,-110.5
4455,0.0,100.0,100.0,74.65,49.99,49.99,49.99,49.99,49.99,28.5,-109.5
4456,0.0,0.0,100.0,100.0,91.38,73.02,94.57,73.02,76.47,28.5,-108.5
4457,76.11,60.79,55.89,33.81,4.96,4.83,5.09,4.83,4.86,28.5,-107.5
4458,24.17,7.11,5.07,1.86,1.0,0.99,1.02,1.0,1.0,28.5,-106.5
4459,18.92,15.28,14.08,11.85,4.23,1.64,5.47,1.69,2.51,28.5,-105.5
4460,99.45,88.34,85.83,81.9,35.87,27.02,37.97,28.19,30.63,28.5,-104.5
4461,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,28.5,-102.5
4462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,-101.5
4463,98.08,90.91,91.66,69.17,18.61,14.76,28.02,13.45,16.86,28.5,-100.5
4464,100.0,11.08,20.07,0.66,0.6,1.06,4.9,0.42,0.78,28.5,-99.5
4465,100.0,7.37,7.15,2.58,2.78,2.99,4.06,2.46,2.62,28.5,-98.5
4466,57.69,10.22,7.7,2.4,1.96,2.89,3.6,2.19,2.44,28.5,-97.5
4467,80.06,4.9,4.31,2.67,2.66,2.72,3.15,2.58,2.67,28.5,-96.5
4468,100.0,5.2,4.59,3.11,3.25,3.08,2.79,2.56,2.47,28.5,-95.5
4469,0.0,14.17,15.49,7.25,7.99,6.72,5.01,5.31,4.57,28.5,-82.5
4470,100.0,59.27,44.54,19.41,19.3,21.16,24.03,10.1,13.72,28.5,-81.5
4471,0.0,81.07,72.46,69.0,59.59,54.1,53.38,49.63,51.54,28.5,-80.5
4472,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,28.5,15.5
4473,97.41,77.4,68.13,20.84,7.25,1.14,0.0,0.0,0.0,28.5,28.5
4474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,29.5
4475,7.61,4.15,3.24,1.8,1.36,0.81,0.0,0.02,0.49,28.5,30.5
4476,0.17,2.08,6.13,12.14,12.93,10.23,0.0,0.0,6.86,28.5,31.5
4477,86.83,83.85,83.85,81.92,74.71,72.24,40.46,0.61,44.79,28.5,36.5
4478,0.0,0.0,0.0,0.0,100.0,100.0,61.8,0.0,61.8,28.5,37.5
4479,100.0,99.8,99.8,98.0,44.89,40.37,9.18,0.0,9.08,28.5,41.5
4480,0.0,0.0,0.0,100.0,93.73,93.73,21.85,0.48,21.85,28.5,42.5
4481,8.19,1.84,0.67,0.0,0.0,0.0,0.0,0.0,0.0,28.5,48.5
4482,0.0,0.0,0.0,0.0,36.56,30.81,0.0,0.0,10.09,28.5,50.5
4483,36.64,0.95,0.87,0.8,0.13,0.13,0.01,0.01,0.01,28.5,51.5
4484,5.93,0.12,0.04,0.17,0.0,0.0,0.0,0.0,0.0,28.5,52.5
4485,16.64,0.23,0.2,0.13,0.0,0.0,0.0,0.0,0.0,28.5,53.5
4486,33.72,4.8,1.86,0.01,0.04,0.04,0.09,0.08,0.02,28.5,54.5
4487,95.07,67.78,61.16,15.08,8.16,0.68,0.01,0.01,0.27,28.5,55.5
4488,77.47,71.85,71.28,55.19,5.03,2.69,0.89,0.7,0.74,28.5,56.5
4489,92.34,87.12,86.81,55.92,7.53,0.06,0.0,0.0,0.02,28.5,57.5
4490,100.0,100.0,100.0,65.39,17.1,0.03,0.0,0.0,0.0,28.5,58.5
4491,100.0,100.0,100.0,100.0,56.55,1.4,0.28,0.17,1.98,28.5,59.5
4492,100.0,100.0,100.0,100.0,94.91,14.47,0.51,0.0,8.51,28.5,60.5
4493,0.0,0.0,0.0,100.0,82.28,67.77,5.17,5.71,27.36,28.5,61.5
4494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,28.5,62.5
4495,0.0,0.0,0.0,10.94,12.98,60.24,59.82,48.62,48.64,28.5,65.5
4496,0.0,100.0,100.0,86.32,66.8,64.01,59.67,13.23,29.94,28.5,66.5
4497,26.97,21.83,12.53,1.49,1.13,1.06,1.55,0.79,1.94,28.5,67.5
4498,12.0,5.19,3.37,1.04,0.48,0.46,0.82,0.42,0.44,28.5,68.5
4499,24.97,15.43,12.5,7.21,5.2,5.13,5.24,4.64,4.92,28.5,69.5
4500,25.05,13.02,10.65,3.99,1.49,1.48,1.63,1.24,1.31,28.5,70.5
4501,62.35,44.01,39.21,39.41,15.9,15.9,22.38,15.01,15.23,28.5,71.5
4502,92.85,92.1,92.1,87.7,70.24,70.24,70.05,3.46,60.71,28.5,72.5
4503,99.63,99.35,99.35,93.66,75.3,75.19,74.3,2.05,58.66,28.5,73.5
4504,88.3,86.63,86.63,75.35,60.68,60.45,60.0,0.36,11.18,28.5,74.5
4505,18.85,18.58,18.58,17.44,13.14,13.01,12.53,0.02,0.74,28.5,75.5
4506,26.95,25.26,25.26,15.52,4.0,3.85,2.28,0.06,1.32,28.5,76.5
4507,29.58,28.08,28.1,19.78,6.08,5.62,5.24,0.17,4.44,28.5,77.5
4508,15.1,14.42,14.42,10.51,3.9,3.88,3.86,0.03,0.93,28.5,78.5
4509,14.32,13.48,13.48,9.15,2.09,2.08,1.83,0.02,0.33,28.5,79.5
4510,29.43,28.59,28.45,24.64,18.84,18.75,15.38,0.89,5.96,28.5,80.5
4511,28.98,26.64,26.03,22.58,13.72,13.66,12.71,2.85,8.54,28.5,81.5
4512,64.53,1.54,0.75,3.23,0.62,0.5,0.76,0.54,0.68,28.5,82.5
4513,0.0,58.79,59.12,22.44,2.55,2.5,2.31,2.13,2.14,28.5,83.5
4514,0.0,53.79,64.33,48.3,7.78,4.43,14.63,2.96,3.63,28.5,84.5
4515,85.84,29.87,23.1,20.9,14.29,13.94,13.57,10.09,11.01,28.5,85.5
4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35,28.5,87.5
4517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,100.0,28.5,88.5
4518,0.0,0.0,0.0,0.0,100.0,3.09,100.0,100.0,0.87,28.5,89.5
4519,0.0,0.0,0.0,0.0,0.0,36.3,0.0,100.0,39.41,28.5,90.5
4520,0.0,0.0,0.0,22.15,96.06,92.11,63.56,77.67,79.69,28.5,91.5
4521,0.0,0.0,0.0,26.28,81.84,56.18,81.56,3.96,56.65,28.5,92.5
4522,0.0,0.0,0.0,100.0,100.0,93.52,91.65,11.58,78.55,28.5,93.5
4523,0.0,0.0,0.0,100.0,100.0,99.85,92.3,2.87,56.74,28.5,94.5
4524,100.0,100.0,100.0,100.0,96.93,96.76,95.35,0.66,25.26,28.5,95.5
4525,0.0,0.0,0.0,100.0,100.0,98.38,84.41,1.71,49.05,28.5,96.5
4526,0.0,0.0,0.0,0.0,100.0,100.0,100.0,8.86,65.99,28.5,97.5
4527,100.0,100.0,100.0,100.0,1.83,14.17,1.83,0.0,16.72,28.5,98.5
4528,0.0,0.0,0.0,2.3,0.0,0.2,0.0,0.0,1.98,28.5,99.5
4529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,100.5
4530,0.0,0.28,0.28,2.47,0.25,0.23,0.25,0.0,0.36,28.5,101.5
4531,0.06,0.13,0.13,0.23,0.0,0.0,0.0,0.0,0.08,28.5,102.5
4532,19.6,20.56,17.45,13.35,1.76,0.57,1.76,0.39,1.62,28.5,103.5
4533,63.67,63.11,63.0,62.06,60.59,57.77,60.39,61.28,57.66,28.5,104.5
4534,42.35,41.4,41.27,39.03,29.95,22.34,29.99,32.21,20.76,28.5,105.5
4535,32.44,31.13,25.66,18.49,9.99,8.16,10.12,11.29,7.62,28.5,106.5
4536,1.05,1.4,1.38,1.85,1.35,1.48,1.35,1.0,1.51,28.5,107.5
4537,0.74,0.86,0.86,1.08,1.08,1.16,1.08,0.86,1.26,28.5,108.5
4538,0.04,0.08,0.06,0.14,0.14,0.21,0.14,0.05,0.26,28.5,109.5
4539,0.14,0.74,0.74,2.28,2.13,3.2,2.11,0.73,4.03,28.5,110.5
4540,87.22,84.2,82.77,74.17,70.4,50.19,70.04,77.33,46.93,28.5,111.5
4541,65.19,62.82,62.46,57.58,45.78,34.66,45.93,52.15,29.91,28.5,112.5
4542,20.19,19.68,19.12,17.43,1.6,1.41,1.49,1.22,1.75,28.5,113.5
4543,7.1,10.54,6.41,6.49,0.21,0.19,0.22,0.12,0.25,28.5,114.5
4544,20.17,21.02,17.86,15.03,5.83,4.83,5.71,5.5,4.67,28.5,115.5
4545,38.52,38.72,35.05,30.55,7.57,4.89,7.6,7.78,4.3,28.5,116.5
4546,69.29,72.91,60.98,55.78,6.24,2.15,7.34,8.02,2.84,28.5,117.5
4547,88.42,86.82,86.74,82.82,38.91,14.03,39.52,48.25,17.1,28.5,118.5
4548,95.06,94.34,94.34,92.68,19.5,6.34,19.73,19.62,6.91,28.5,119.5
4549,95.3,95.85,94.18,92.88,46.52,28.56,51.01,45.66,43.17,28.5,120.5
4550,88.04,87.22,86.75,84.0,42.94,26.74,48.93,49.57,30.82,28.5,121.5
4551,0.0,0.0,0.0,28.75,90.73,100.0,100.0,100.0,100.0,28.5,129.5
4552,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,27.5,-112.5
4553,72.05,62.02,56.96,48.97,16.19,14.51,17.4,14.51,15.06,27.5,-110.5
4554,75.19,68.53,64.66,56.97,23.05,20.1,23.41,19.51,20.55,27.5,-109.5
4555,0.0,100.0,100.0,99.97,92.55,91.43,94.17,91.58,91.96,27.5,-108.5
4556,0.0,100.0,100.0,100.0,27.05,22.29,35.18,22.37,23.11,27.5,-107.5
4557,100.0,100.0,91.32,61.18,0.3,0.17,0.48,0.17,0.23,27.5,-106.5
4558,92.15,81.12,78.83,75.69,37.85,22.35,46.65,22.77,27.18,27.5,-105.5
4559,100.0,97.35,94.33,87.1,10.07,1.62,17.5,2.43,4.5,27.5,-104.5
4560,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,27.5,-103.5
4561,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.5,-102.5
4562,100.0,99.78,97.66,95.58,83.16,72.39,85.02,72.59,75.21,27.5,-101.5
4563,96.28,92.18,91.03,90.08,74.15,61.54,79.86,61.72,63.95,27.5,-100.5
4564,100.0,98.26,97.91,38.61,24.72,25.39,70.53,16.75,25.06,27.5,-99.5
4565,80.1,24.0,37.88,2.36,3.48,6.89,16.47,1.35,3.97,27.5,-98.5
4566,52.8,24.87,14.17,9.44,9.08,10.81,12.19,8.4,10.14,27.5,-97.5
4567,0.0,40.36,27.54,13.4,13.03,13.31,13.57,12.09,11.95,27.5,-82.5
4568,63.8,20.9,12.64,9.72,9.14,9.49,9.77,9.36,9.42,27.5,-81.5
4569,95.64,74.8,65.61,33.85,34.97,29.51,38.43,20.63,22.94,27.5,-80.5
4570,0.0,100.0,100.0,100.0,98.74,64.56,0.0,0.0,81.82,27.5,14.5
4571,0.0,0.0,0.0,100.0,100.0,32.84,0.0,0.0,100.0,27.5,15.5
4572,100.0,91.19,89.21,76.25,58.44,40.52,0.07,3.41,34.7,27.5,27.5
4573,0.0,0.0,0.0,0.0,100.0,100.0,0.0,24.2,71.72,27.5,28.5
4574,11.06,8.59,8.11,5.42,2.15,2.09,0.0,0.0,1.15,27.5,30.5
4575,19.65,18.33,17.66,15.25,8.58,4.0,0.35,0.45,3.35,27.5,31.5
4576,0.0,0.0,0.0,100.0,100.0,100.0,28.84,1.63,27.23,27.5,38.5
4577,100.0,99.85,99.85,98.19,51.86,45.36,10.07,0.48,10.04,27.5,41.5
4578,55.71,59.81,59.77,60.41,21.55,20.24,6.06,0.64,6.04,27.5,42.5
4579,99.94,97.29,97.29,77.85,46.02,44.39,17.25,0.57,17.41,27.5,43.5
4580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,44.5
4581,0.0,0.0,0.0,100.0,96.12,73.59,27.11,11.57,43.27,27.5,48.5
4582,0.0,0.0,0.0,0.0,58.36,6.96,5.46,17.78,12.5,27.5,49.5
4583,43.76,20.39,20.39,9.27,2.37,1.8,0.16,0.07,0.9,27.5,52.5
4584,100.0,100.0,100.0,100.0,17.97,13.85,0.84,0.0,1.25,27.5,53.5
4585,0.0,100.0,100.0,99.93,47.99,30.69,15.23,0.1,15.07,27.5,54.5
4586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,55.5
4587,0.0,100.0,100.0,41.45,25.64,18.16,1.09,0.85,1.17,27.5,56.5
4588,99.91,97.47,97.47,77.77,1.04,0.0,0.0,0.0,0.03,27.5,57.5
4589,99.64,96.47,96.47,81.93,1.1,0.0,0.0,0.0,0.0,27.5,58.5
4590,100.0,100.0,100.0,100.0,80.03,9.54,0.0,0.0,2.24,27.5,59.5
4591,0.0,100.0,100.0,100.0,29.05,0.12,0.0,0.0,1.05,27.5,60.5
4592,0.0,0.0,0.0,100.0,100.0,41.95,1.69,1.15,17.78,27.5,61.5
4593,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.67,0.0,27.5,62.5
4594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,63.5
4595,0.0,0.0,0.0,0.0,100.0,100.0,30.06,35.68,31.41,27.5,64.5
4596,0.0,0.0,0.0,100.0,100.0,100.0,82.16,82.1,82.24,27.5,65.5
