,1850,1900,1910,1945,1980,2015,SSP1,SSP3,SSP5,long,lat
1295,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,49.5,-115.5
1296,0.0,0.0,0.0,13.88,40.82,26.79,28.06,39.55,26.79,49.5,-114.5
1297,81.2,49.2,43.67,0.31,0.15,0.2,0.27,0.14,0.2,49.5,-113.5
1298,92.49,11.21,5.2,0.15,0.29,0.21,0.22,0.29,0.21,49.5,-112.5
1299,59.17,44.78,27.25,14.61,3.98,10.68,13.54,3.05,10.49,49.5,-111.5
1300,0.0,0.0,100.0,69.24,23.8,44.27,70.26,18.71,43.26,49.5,-110.5
1301,0.0,90.23,75.44,58.63,22.81,46.44,53.97,15.36,45.23,49.5,-109.5
1302,99.47,62.16,57.05,25.8,6.32,8.78,25.69,5.89,8.46,49.5,-108.5
1303,47.65,43.77,44.7,25.13,3.71,6.87,24.06,3.45,6.66,49.5,-107.5
1304,61.85,46.42,41.44,19.73,3.39,6.69,17.73,3.2,6.46,49.5,-106.5
1305,100.0,76.83,70.73,46.19,17.26,30.35,43.34,15.65,29.88,49.5,-105.5
1306,37.49,48.01,46.39,46.26,18.25,32.87,43.05,16.93,32.35,49.5,-104.5
1307,35.32,28.76,27.51,17.18,7.22,11.03,13.65,6.92,10.85,49.5,-103.5
1308,43.01,30.32,27.38,12.63,7.36,7.75,12.28,7.03,7.51,49.5,-102.5
1309,25.43,19.43,17.48,3.97,2.63,2.8,3.58,2.59,2.69,49.5,-101.5
1310,44.29,32.01,28.99,3.11,1.23,1.44,3.16,1.03,1.29,49.5,-100.5
1311,52.14,48.79,46.3,5.66,3.23,3.96,6.76,2.64,3.71,49.5,-99.5
1312,38.11,48.69,51.94,8.46,1.86,3.04,7.26,1.56,2.77,49.5,-98.5
1313,27.91,20.83,16.66,6.45,1.73,3.65,3.52,0.75,3.06,49.5,-97.5
1314,52.97,32.79,29.12,11.87,6.9,9.56,10.3,5.6,8.87,49.5,-96.5
1315,0.0,0.0,100.0,91.32,68.9,83.6,84.59,68.82,83.56,49.5,-95.5
1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-94.5
1317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-93.5
1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-92.5
1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-90.5
1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-89.5
1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-88.5
1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-84.5
1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-83.5
1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-82.5
1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-81.5
1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-80.5
1327,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,49.5,-79.5
1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-78.5
1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-77.5
1330,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,49.5,-73.5
1331,0.0,0.0,0.0,100.0,99.21,100.0,100.0,99.21,100.0,49.5,-72.5
1332,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,49.5,-71.5
1333,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,49.5,-68.5
1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-66.5
1335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-65.5
1336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,-57.5
1337,19.58,16.95,16.59,16.29,18.95,22.19,22.52,19.62,19.66,49.5,-1.5
1338,8.85,5.49,4.97,4.22,7.4,12.88,6.73,3.65,3.24,49.5,-0.5
1339,36.31,28.29,26.4,24.91,36.01,38.05,38.25,33.46,33.49,49.5,0.5
1340,37.21,33.74,31.69,30.42,37.04,43.6,51.01,38.98,39.28,49.5,1.5
1341,11.43,8.98,8.69,8.17,10.55,21.38,24.16,13.56,13.43,49.5,2.5
1342,15.92,10.59,9.63,9.08,15.68,27.46,37.56,19.39,20.31,49.5,3.5
1343,14.88,10.42,9.29,8.8,14.78,17.15,15.76,13.85,12.68,49.5,4.5
1344,11.27,11.36,11.31,11.2,10.98,12.2,18.08,10.58,10.72,49.5,5.5
1345,17.07,16.66,16.31,15.8,16.32,20.2,23.08,15.94,15.7,49.5,6.5
1346,53.57,39.71,37.32,36.33,53.67,69.82,74.1,60.2,61.24,49.5,7.5
1347,62.41,56.34,55.47,53.2,59.49,63.71,47.7,45.86,45.45,49.5,8.5
1348,43.92,40.2,39.89,39.43,43.68,60.66,64.79,52.67,52.56,49.5,9.5
1349,50.52,46.15,45.55,45.06,50.08,55.05,52.52,48.68,48.94,49.5,10.5
1350,54.12,52.86,52.83,52.65,53.83,54.85,56.98,53.39,53.48,49.5,11.5
1351,50.39,33.64,33.07,33.17,36.41,48.07,50.44,50.42,45.75,49.5,12.5
1352,35.54,7.41,6.42,7.09,12.76,24.62,46.13,44.9,24.16,49.5,13.5
1353,21.3,12.29,11.55,11.81,13.48,16.45,40.58,38.27,15.79,49.5,14.5
1354,21.91,6.25,5.63,5.71,7.01,8.11,33.06,31.96,7.85,49.5,15.5
1355,33.28,15.25,13.75,14.4,17.91,16.78,33.59,33.08,16.11,49.5,16.5
1356,41.1,16.48,15.3,15.77,20.1,22.97,50.15,49.4,21.68,49.5,17.5
1357,68.27,33.35,28.63,31.29,42.67,46.91,73.52,72.33,46.15,49.5,18.5
1358,70.08,30.24,26.26,27.56,39.47,52.62,85.18,84.91,52.06,49.5,19.5
1359,66.92,32.39,29.79,31.22,38.58,53.5,83.11,82.21,51.51,49.5,20.5
1360,87.26,51.07,45.19,48.7,57.89,67.33,91.11,91.09,65.6,49.5,21.5
1361,61.23,44.33,41.96,37.37,37.36,34.77,54.83,53.09,33.97,49.5,22.5
1362,97.33,86.61,67.43,50.29,9.02,16.16,59.7,48.33,13.3,49.5,23.5
1363,91.93,64.56,54.93,45.6,9.29,18.45,51.7,44.56,15.23,49.5,24.5
1364,67.92,45.82,21.96,13.97,5.61,6.9,17.04,11.58,6.34,49.5,25.5
1365,87.94,22.99,7.46,5.27,3.46,3.69,5.73,4.43,3.51,49.5,26.5
1366,90.95,37.08,18.44,14.87,7.94,10.52,15.66,13.82,9.88,49.5,27.5
1367,82.26,56.02,31.17,22.39,12.82,15.92,24.89,20.87,15.15,49.5,28.5
1368,87.57,70.75,53.78,42.3,24.97,30.47,47.88,43.47,29.71,49.5,29.5
1369,78.33,67.02,57.57,50.7,32.37,41.11,54.06,53.48,39.33,49.5,30.5
1370,75.59,68.59,62.56,57.58,28.34,41.86,60.04,59.32,37.91,49.5,31.5
1371,54.22,44.32,39.15,35.72,16.94,24.62,36.11,36.26,22.03,49.5,32.5
1372,76.8,61.62,51.65,45.22,22.21,34.73,48.29,48.81,31.22,49.5,33.5
1373,71.07,59.8,52.58,48.13,35.09,44.69,50.25,52.01,43.43,49.5,34.5
1374,62.36,48.64,41.35,37.55,32.33,37.14,40.11,41.24,36.93,49.5,35.5
1375,57.1,46.75,41.06,37.87,34.01,37.71,40.59,40.97,37.71,49.5,36.5
1376,58.19,49.24,43.28,39.52,34.84,39.45,41.43,43.24,39.45,49.5,37.5
1377,42.05,33.9,28.59,25.58,22.26,25.55,26.99,28.56,25.55,49.5,38.5
1378,33.35,25.99,22.23,19.47,16.85,19.81,21.7,22.22,19.81,49.5,39.5
1379,26.33,7.53,6.46,5.82,5.32,5.93,6.69,6.83,5.91,49.5,40.5
1380,37.84,4.79,4.72,5.01,5.11,4.96,5.83,6.24,4.96,49.5,41.5
1381,67.05,14.41,2.19,2.69,20.41,31.91,43.96,44.81,32.67,49.5,42.5
1382,79.61,47.89,0.85,1.25,49.63,61.0,65.05,65.22,61.34,49.5,43.5
1383,85.02,54.83,0.45,0.6,57.82,77.32,80.44,80.49,77.75,49.5,44.5
1384,98.17,67.93,2.89,3.08,72.69,84.59,90.6,90.77,84.87,49.5,45.5
1385,100.0,98.85,1.42,6.5,94.34,98.68,98.68,98.7,98.68,49.5,46.5
1386,0.0,100.0,19.48,66.63,98.28,99.83,99.83,99.95,99.83,49.5,47.5
1387,0.0,0.0,0.0,9.68,2.85,3.28,84.25,92.22,3.28,49.5,48.5
1388,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,49.5,49.5
1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,50.5
1390,0.0,0.0,0.0,100.0,21.07,0.0,0.0,0.0,0.0,49.5,54.5
1391,0.0,0.0,0.0,0.0,34.02,0.0,0.0,0.0,0.0,49.5,55.5
1392,0.0,0.0,0.0,0.0,100.0,78.59,78.59,56.94,78.59,49.5,56.5
1393,0.0,0.0,0.0,100.0,94.81,0.91,15.68,0.76,0.91,49.5,57.5
1394,0.0,0.0,0.0,100.0,33.65,16.97,22.86,7.3,15.68,49.5,58.5
1395,0.0,100.0,100.0,98.67,2.73,0.33,0.33,0.24,0.33,49.5,66.5
1396,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,49.5,67.5
1397,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,49.5,70.5
1398,100.0,99.46,97.18,88.11,81.21,69.0,75.96,74.76,67.93,49.5,71.5
1399,0.0,100.0,100.0,99.77,73.44,45.09,55.57,49.71,43.73,49.5,72.5
1400,0.0,0.0,0.0,100.0,76.11,41.3,58.79,45.42,38.2,49.5,73.5
1401,0.0,0.0,0.0,100.0,100.0,90.77,100.0,100.0,90.77,49.5,74.5
1402,0.0,0.0,0.0,100.0,96.33,22.21,54.22,18.24,18.96,49.5,75.5
1403,0.0,0.0,0.0,100.0,100.0,36.78,75.12,65.39,30.17,49.5,76.5
1404,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,49.5,77.5
1405,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,49.5,81.5
1406,100.0,98.83,86.66,0.59,1.14,1.14,1.08,0.6,1.08,49.5,82.5
1407,100.0,99.76,98.79,7.03,4.2,4.18,4.18,3.92,4.18,49.5,83.5
1408,100.0,98.54,95.78,16.25,0.24,0.24,0.24,0.18,0.24,49.5,84.5
1409,0.0,100.0,100.0,18.15,1.62,0.0,0.0,0.0,0.0,49.5,85.5
1410,0.0,64.56,43.39,46.65,62.5,13.0,14.77,25.97,13.57,49.5,86.5
1411,0.0,0.0,0.0,21.7,96.41,100.0,100.0,100.0,94.71,49.5,87.5
1412,0.0,5.92,0.08,4.93,27.94,13.27,27.74,30.07,15.59,49.5,88.5
1413,0.0,0.0,0.0,1.94,30.2,7.99,46.17,48.76,9.04,49.5,89.5
1414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,90.5
1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,91.5
1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,92.5
1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,93.5
1418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,94.5
1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,95.5
1420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,96.5
1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,97.5
1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,98.5
1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,99.5
1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,100.5
1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,101.5
1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,102.5
1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,103.5
1428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,104.5
1429,0.0,59.61,59.61,30.06,0.11,0.0,0.11,0.0,0.0,49.5,105.5
1430,0.01,0.97,0.0,0.0,0.0,0.0,0.0,0.0,42.04,49.5,106.5
1431,100.0,100.0,98.9,97.44,99.69,92.73,100.0,100.0,91.05,49.5,107.5
1432,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,49.5,108.5
1433,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,49.5,109.5
1434,0.0,0.0,0.0,16.48,99.42,86.24,100.0,100.0,51.56,49.5,110.5
1435,100.0,97.33,9.17,25.42,95.22,97.87,100.0,100.0,95.67,49.5,111.5
1436,100.0,96.84,55.71,25.94,78.93,93.46,98.4,98.4,94.17,49.5,112.5
1437,0.0,0.0,100.0,62.85,99.99,78.77,100.0,100.0,90.24,49.5,113.5
1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,114.5
1439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,115.5
1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,116.5
1441,0.0,83.03,31.35,59.51,87.8,60.37,75.86,76.38,7.49,49.5,117.5
1442,100.0,91.77,38.26,49.79,95.23,81.8,91.74,93.31,48.53,49.5,118.5
1443,100.0,99.46,99.46,98.51,98.51,93.44,98.5,99.46,90.14,49.5,119.5
1444,86.05,86.89,86.89,87.64,87.64,88.36,87.63,86.89,88.02,49.5,120.5
1445,89.54,89.73,89.73,90.19,90.19,90.52,90.19,89.73,89.71,49.5,121.5
1446,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.96,49.5,122.5
1447,85.89,85.03,85.03,83.41,83.01,70.89,81.81,84.06,58.2,49.5,123.5
1448,72.55,71.95,71.81,70.66,58.01,38.82,59.24,59.79,39.64,49.5,124.5
1449,69.72,67.52,65.15,60.31,32.57,13.98,33.46,34.09,18.84,49.5,125.5
1450,87.23,86.61,85.41,83.59,80.09,51.96,80.02,80.51,62.08,49.5,126.5
1451,78.26,72.51,71.29,67.73,64.05,63.83,66.69,67.56,57.99,49.5,127.5
1452,56.4,52.06,50.3,43.63,43.62,48.82,49.37,49.84,43.42,49.5,128.5
1453,87.09,85.82,84.24,75.68,75.67,81.52,82.93,83.7,76.86,49.5,129.5
1454,0.0,100.0,100.0,99.35,99.35,100.0,100.0,100.0,100.0,49.5,130.5
1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,131.5
1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,132.5
1457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,133.5
1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,134.5
1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,135.5
1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,136.5
1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,140.5
1462,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,49.5,142.5
1463,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.5,-124.5
1464,0.0,90.42,88.94,87.78,59.58,69.35,70.71,75.86,73.66,48.5,-123.5
1465,95.16,40.52,38.42,10.85,7.42,9.97,12.65,7.95,10.04,48.5,-122.5
1466,0.0,100.0,93.74,51.87,49.12,57.78,99.52,49.88,54.94,48.5,-121.5
1467,0.0,100.0,98.79,70.41,76.88,79.76,90.45,67.28,76.91,48.5,-120.5
1468,100.0,82.57,81.22,47.38,49.27,55.02,68.91,42.98,53.21,48.5,-119.5
1469,0.0,100.0,100.0,60.59,71.58,94.21,100.0,50.84,86.76,48.5,-118.5
1470,0.0,87.64,85.02,83.9,64.92,86.99,87.64,83.03,84.41,48.5,-117.5
1471,100.0,74.97,75.06,74.24,57.38,72.8,72.49,71.23,72.44,48.5,-116.5
1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-115.5
1473,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.5,-114.5
1474,0.0,79.52,77.93,58.35,44.11,62.01,65.95,56.1,57.95,48.5,-113.5
1475,84.51,60.28,53.83,19.29,16.01,24.91,38.63,18.02,23.07,48.5,-112.5
1476,54.6,45.4,44.58,36.36,26.78,38.55,41.41,35.54,37.71,48.5,-111.5
1477,63.97,39.43,39.25,38.49,23.13,39.19,38.54,37.19,38.29,48.5,-110.5
1478,82.69,78.31,65.44,32.36,20.5,44.67,55.47,28.29,32.97,48.5,-109.5
1479,91.73,80.89,80.26,10.24,12.5,21.8,57.89,6.96,16.45,48.5,-108.5
1480,93.55,87.64,86.06,18.28,23.68,35.85,73.58,11.23,30.67,48.5,-107.5
1481,93.41,73.21,72.65,20.15,19.56,32.51,61.31,13.41,27.42,48.5,-106.5
1482,84.23,66.25,65.89,43.69,34.08,58.04,64.61,35.71,54.12,48.5,-105.5
1483,72.84,59.75,58.11,38.96,32.61,52.04,56.85,31.31,47.79,48.5,-104.5
1484,45.73,30.01,28.88,21.82,12.3,26.09,27.35,19.01,24.33,48.5,-103.5
1485,31.45,36.34,35.92,18.71,14.3,23.53,30.69,16.15,21.62,48.5,-102.5
1486,33.05,16.21,15.99,9.26,5.45,12.21,14.6,7.2,10.99,48.5,-101.5
1487,41.08,20.0,15.43,9.63,7.27,9.83,10.14,9.25,9.81,48.5,-100.5
1488,33.58,18.65,15.89,7.43,5.58,7.84,9.63,7.27,7.62,48.5,-99.5
1489,25.8,15.2,14.93,14.17,8.1,14.01,14.01,13.76,13.89,48.5,-98.5
1490,33.59,16.39,15.88,13.96,8.29,14.29,14.63,12.99,13.76,48.5,-97.5
1491,37.37,18.58,15.9,14.17,9.08,16.35,17.69,13.44,14.34,48.5,-96.5
1492,78.8,39.78,32.94,26.52,18.48,32.11,36.03,25.38,27.22,48.5,-95.5
1493,100.0,92.46,86.24,86.96,60.24,91.15,91.88,81.92,85.5,48.5,-94.5
1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-93.5
1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-92.5
1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-91.5
1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-90.5
1498,0.0,0.0,100.0,93.56,90.11,92.44,91.64,89.86,91.64,48.5,-89.5
1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-88.5
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-83.5
1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-81.5
1502,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,48.5,-80.5
1503,0.0,0.0,100.0,93.22,57.16,81.3,95.98,50.53,80.99,48.5,-79.5
1504,0.0,0.0,0.0,98.92,44.52,79.34,94.64,40.32,79.14,48.5,-78.5
1505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-77.5
1506,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,48.5,-73.5
1507,0.0,100.0,100.0,69.26,58.37,65.2,63.56,57.72,63.56,48.5,-72.5
1508,0.0,100.0,99.67,68.75,51.61,59.91,62.26,50.07,57.83,48.5,-71.5
1509,0.0,0.0,100.0,91.24,68.51,81.91,80.48,66.21,80.48,48.5,-70.5
1510,0.0,0.0,100.0,75.41,65.08,70.09,69.28,65.23,69.28,48.5,-69.5
1511,0.0,0.0,100.0,79.01,67.11,76.95,80.26,65.04,75.93,48.5,-68.5
1512,0.0,0.0,0.0,99.66,82.38,95.52,96.01,81.17,94.82,48.5,-67.5
1513,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,48.5,-66.5
1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-65.5
1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-64.5
1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-58.5
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,-54.5
1518,10.49,8.86,8.73,8.32,9.76,11.23,12.03,11.97,9.38,48.5,-4.5
1519,10.99,10.23,10.17,10.05,10.72,11.92,12.18,11.92,10.34,48.5,-3.5
1520,2.49,2.02,2.0,1.81,2.13,3.07,2.94,3.13,2.09,48.5,-2.5
1521,6.18,4.65,4.58,4.24,5.23,6.03,4.51,6.16,4.09,48.5,-1.5
1522,11.0,10.83,10.77,10.66,10.45,11.56,12.07,11.23,10.08,48.5,-0.5
1523,12.61,10.59,10.44,10.31,12.33,18.05,26.56,16.46,15.31,48.5,0.5
1524,26.96,15.3,14.3,13.52,26.8,33.66,30.09,32.59,27.52,48.5,1.5
1525,38.58,31.24,30.4,29.52,37.68,38.21,30.84,38.21,30.52,48.5,2.5
1526,33.05,15.66,14.42,13.74,33.94,45.59,43.0,44.53,39.0,48.5,3.5
1527,23.92,14.0,12.9,12.0,24.13,29.02,26.77,27.73,23.68,48.5,4.5
1528,9.09,8.4,8.31,8.2,8.85,14.47,43.85,12.49,12.48,48.5,5.5
1529,11.21,10.33,10.13,9.87,10.77,12.75,18.09,12.1,10.74,48.5,6.5
1530,40.13,31.41,29.88,28.38,38.27,50.91,45.19,48.36,38.17,48.5,7.5
1531,54.88,51.33,50.92,50.39,54.37,64.66,69.9,62.98,59.01,48.5,8.5
1532,47.79,45.91,45.83,45.28,46.69,48.0,48.52,47.64,44.41,48.5,9.5
1533,40.53,39.87,39.87,39.48,39.6,39.81,41.05,39.66,38.45,48.5,10.5
1534,25.92,25.18,25.18,24.88,25.21,25.68,24.76,25.52,24.27,48.5,11.5
1535,15.04,13.96,13.95,13.63,14.4,14.85,13.97,14.64,13.39,48.5,12.5
1536,9.42,8.62,8.62,8.48,9.16,9.36,8.98,9.27,8.53,48.5,13.5
1537,8.38,7.54,7.45,7.12,7.6,11.67,15.52,11.76,8.46,48.5,14.5
1538,23.29,19.0,18.42,18.23,22.02,35.81,50.0,33.14,27.41,48.5,15.5
1539,30.93,20.55,19.55,19.42,26.39,37.25,31.76,41.37,25.26,48.5,16.5
1540,42.04,22.33,21.06,21.94,24.93,26.58,40.38,40.24,19.48,48.5,17.5
1541,56.09,29.35,26.89,28.75,33.26,34.7,50.76,50.65,24.51,48.5,18.5
1542,84.92,53.04,44.01,51.12,63.09,72.89,87.41,87.24,63.91,48.5,19.5
1543,74.33,52.0,50.05,51.71,56.38,58.7,69.96,69.97,44.51,48.5,20.5
1544,62.75,39.04,35.85,38.34,43.65,41.05,56.96,56.92,34.11,48.5,21.5
1545,77.05,50.91,46.16,43.51,39.15,43.09,65.81,61.72,34.58,48.5,22.5
1546,42.32,41.51,22.25,16.35,9.53,13.86,28.45,23.12,10.85,48.5,23.5
1547,98.49,41.43,7.27,4.15,2.87,2.68,4.34,3.1,2.64,48.5,24.5
1548,74.68,41.9,14.26,9.1,6.92,6.98,10.46,7.96,6.85,48.5,25.5
1549,27.45,20.27,15.96,14.6,9.21,11.43,15.37,14.23,10.73,48.5,26.5
1550,78.84,54.09,39.69,31.64,20.81,25.19,34.3,31.02,24.46,48.5,27.5
1551,84.46,73.17,54.81,39.8,25.42,29.46,45.91,39.23,29.03,48.5,28.5
1552,78.74,66.48,57.7,45.0,17.03,26.02,50.79,45.04,23.81,48.5,29.5
1553,68.39,56.96,52.81,46.13,32.91,40.32,48.66,48.18,39.26,48.5,30.5
1554,59.75,45.75,41.32,33.81,24.9,30.97,36.56,36.5,30.69,48.5,31.5
1555,53.6,43.75,41.2,35.81,29.47,33.85,37.49,37.48,33.8,48.5,32.5
1556,60.03,48.27,44.7,38.09,31.13,36.1,40.77,40.73,35.98,48.5,33.5
1557,56.22,45.15,42.03,37.12,30.32,34.42,38.35,38.32,34.36,48.5,34.5
1558,60.12,46.95,42.2,37.03,30.62,34.79,38.89,38.89,34.79,48.5,35.5
1559,52.18,41.0,37.02,31.51,25.61,29.86,33.92,33.92,29.85,48.5,36.5
1560,72.31,60.3,55.92,47.78,39.69,45.6,51.31,51.31,45.6,48.5,37.5
1561,71.73,63.86,60.47,53.53,46.74,51.92,56.75,56.75,51.92,48.5,38.5
1562,50.71,42.97,40.4,36.3,32.36,35.57,38.46,38.46,35.57,48.5,39.5
1563,22.75,1.68,1.7,1.91,1.88,1.67,1.82,1.88,1.63,48.5,40.5
1564,26.76,2.39,2.43,2.59,2.57,2.42,2.53,2.59,2.4,48.5,41.5
1565,80.13,6.37,2.71,2.62,9.67,15.21,28.85,29.95,15.88,48.5,42.5
1566,92.47,31.82,1.46,1.84,51.91,71.56,84.75,84.96,72.83,48.5,43.5
1567,94.88,50.59,4.26,4.64,56.45,77.66,83.68,84.23,78.04,48.5,44.5
1568,8.45,21.33,4.02,10.34,44.11,55.6,66.72,67.99,56.01,48.5,45.5
1569,0.0,7.18,11.08,16.89,16.76,11.25,11.28,11.28,11.17,48.5,46.5
1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,50.5
1571,0.0,0.0,0.0,100.0,12.71,0.12,0.12,0.09,0.12,48.5,54.5
1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,55.5
1573,0.0,0.0,0.0,100.0,77.6,0.0,0.0,0.0,0.0,48.5,57.5
1574,0.0,0.0,0.0,0.0,100.0,90.97,100.0,0.0,90.97,48.5,71.5
1575,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,48.5,73.5
1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,80.5
1577,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,48.5,81.5
1578,0.0,100.0,100.0,63.24,0.0,0.0,0.0,0.0,0.0,48.5,82.5
1579,100.0,99.58,98.97,15.72,0.19,0.19,0.19,0.11,0.19,48.5,83.5
1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,84.5
1581,32.64,32.13,29.82,26.38,6.41,6.12,6.3,7.13,2.26,48.5,85.5
1582,10.61,10.31,7.03,5.84,0.0,0.0,0.0,0.0,0.0,48.5,86.5
1583,18.21,22.09,17.36,14.1,0.0,0.0,0.0,0.0,0.02,48.5,87.5
1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,48.5,88.5
1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,89.5
1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,90.5
1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,91.5
1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.5,92.5
